PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Lorenzo Brown,TOR,12/05/2018,TOR vs. PHI,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,0
Lorenzo Brown,TOR,11/27/2018,TOR @ MEM,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Lorenzo Brown,TOR,11/23/2018,TOR vs. WAS,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Lorenzo Brown,TOR,11/21/2018,TOR @ ATL,W,15,3,1,5,20,1,2,50,0,0,-,0,2,2,2,0,0,2,1,-8
Lorenzo Brown,TOR,11/20/2018,TOR @ ORL,W,20,8,2,5,40,2,5,40,2,2,100,1,2,3,2,0,1,0,1,6
Lorenzo Brown,TOR,11/17/2018,TOR @ CHI,W,22,10,5,9,55.6,0,3,0,0,0,-,0,1,1,2,3,1,4,4,9
Lorenzo Brown,TOR,11/12/2018,TOR vs. NOP,L,7,0,0,2,0,0,2,0,0,0,-,0,2,2,1,0,0,1,0,1
Lorenzo Brown,TOR,11/10/2018,TOR vs. NYK,W,2,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,1,0,-2
Lorenzo Brown,TOR,11/05/2018,TOR @ UTA,W,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,2,-9
Lorenzo Brown,TOR,10/30/2018,TOR vs. PHI,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,3
Lorenzo Brown,TOR,10/29/2018,TOR @ MIL,L,19,5,2,9,22.2,1,5,20,0,0,-,1,3,4,2,1,2,1,3,-7
Lorenzo Brown,TOR,10/26/2018,TOR vs. DAL,W,15,9,4,8,50,1,2,50,0,0,-,0,1,1,1,2,0,1,2,5
Lorenzo Brown,TOR,10/24/2018,TOR vs. MIN,W,12,2,1,4,25,0,2,0,0,0,-,0,1,1,2,0,0,2,0,1
Lorenzo Brown,TOR,10/22/2018,TOR vs. CHA,W,4,2,1,1,100,0,0,-,0,0,-,0,0,0,2,0,0,0,0,0
Lorenzo Brown,TOR,10/20/2018,TOR @ WAS,W,9,0,0,1,0,0,1,0,0,0,-,0,1,1,0,0,0,1,1,-5
Lorenzo Brown,TOR,10/17/2018,TOR vs. CLE,W,1,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1
Kyle Lowry,TOR,04/07/2019,TOR vs. MIA,W,42,5,1,8,12.5,0,5,0,3,4,75,0,9,9,5,3,0,2,2,7
Kyle Lowry,TOR,04/05/2019,TOR @ CHA,L,36,16,6,13,46.2,2,8,25,2,2,100,0,5,5,11,0,0,3,4,15
Kyle Lowry,TOR,04/03/2019,TOR @ BKN,W,33,10,3,11,27.3,2,7,28.6,2,2,100,2,3,5,4,0,0,0,1,12
Kyle Lowry,TOR,04/01/2019,TOR vs. ORL,W,27,12,3,6,50,3,6,50,3,4,75,1,5,6,7,3,1,0,3,19
Kyle Lowry,TOR,03/30/2019,TOR @ CHI,W,28,10,2,10,20,1,5,20,5,6,83.3,1,6,7,8,4,0,3,3,8
Kyle Lowry,TOR,03/28/2019,TOR @ NYK,W,25,7,3,10,30,1,7,14.3,0,0,-,0,4,4,2,2,0,2,3,13
Kyle Lowry,TOR,03/26/2019,TOR vs. CHI,W,21,14,5,9,55.6,4,7,57.1,0,0,-,0,2,2,6,1,0,5,0,14
Kyle Lowry,TOR,03/24/2019,TOR vs. CHA,L,28,7,3,5,60,1,3,33.3,0,0,-,0,2,2,6,1,1,3,1,-8
Kyle Lowry,TOR,03/18/2019,TOR vs. NYK,W,26,15,5,12,41.7,5,9,55.6,0,1,0,0,6,6,8,0,0,2,0,33
Kyle Lowry,TOR,03/11/2019,TOR @ CLE,L,30,14,5,8,62.5,4,7,57.1,0,0,-,0,5,5,6,1,1,3,4,-14
Kyle Lowry,TOR,03/10/2019,TOR @ MIA,W,35,24,8,14,57.1,6,11,54.5,2,3,66.7,1,6,7,10,0,0,6,2,31
Kyle Lowry,TOR,03/08/2019,TOR @ NOP,W,34,13,4,12,33.3,3,9,33.3,2,2,100,1,10,11,12,2,0,1,0,11
Kyle Lowry,TOR,03/05/2019,TOR vs. HOU,L,42,8,4,16,25,0,5,0,0,0,-,2,4,6,6,0,0,5,3,-5
Kyle Lowry,TOR,03/03/2019,TOR @ DET,L,42,35,11,24,45.8,6,14,42.9,7,9,77.8,1,6,7,5,1,0,3,3,2
Kyle Lowry,TOR,03/01/2019,TOR vs. POR,W,40,19,7,13,53.8,3,8,37.5,2,2,100,0,7,7,10,1,2,3,4,6
Kyle Lowry,TOR,02/26/2019,TOR vs. BOS,W,35,7,2,6,33.3,1,4,25,2,4,50,2,4,6,11,1,0,3,3,18
Kyle Lowry,TOR,02/24/2019,TOR vs. ORL,L,36,19,6,13,46.2,2,6,33.3,5,5,100,0,4,4,10,4,0,5,4,-7
Kyle Lowry,TOR,02/22/2019,TOR vs. SAS,W,35,17,5,10,50,3,6,50,4,4,100,0,3,3,5,2,1,3,1,1
Kyle Lowry,TOR,02/13/2019,TOR vs. WAS,W,34,14,4,12,33.3,4,10,40,2,2,100,0,4,4,13,3,0,4,5,12
Kyle Lowry,TOR,02/11/2019,TOR vs. BKN,W,34,13,5,9,55.6,3,7,42.9,0,0,-,0,6,6,7,0,0,0,4,0
Kyle Lowry,TOR,02/09/2019,TOR @ NYK,W,34,22,6,10,60,5,7,71.4,5,6,83.3,3,1,4,5,2,2,2,4,6
Kyle Lowry,TOR,02/07/2019,TOR @ ATL,W,36,13,3,13,23.1,3,11,27.3,4,6,66.7,3,5,8,13,0,1,2,3,6
Kyle Lowry,TOR,02/05/2019,TOR @ PHI,W,35,20,7,16,43.8,5,9,55.6,1,2,50,0,1,1,6,2,0,3,4,13
Kyle Lowry,TOR,01/31/2019,TOR vs. MIL,L,34,10,4,11,36.4,1,6,16.7,1,1,100,1,3,4,3,0,0,5,3,-10
Kyle Lowry,TOR,01/27/2019,TOR @ DAL,W,37,19,5,14,35.7,5,10,50,4,4,100,2,3,5,9,1,2,1,4,9
Kyle Lowry,TOR,01/25/2019,TOR @ HOU,L,38,9,2,9,22.2,1,6,16.7,4,4,100,0,4,4,11,1,0,4,2,-4
Kyle Lowry,TOR,01/23/2019,TOR @ IND,L,37,20,6,13,46.2,3,7,42.9,5,6,83.3,2,3,5,7,0,1,5,6,-2
Kyle Lowry,TOR,01/22/2019,TOR vs. SAC,W,34,19,6,15,40,4,9,44.4,3,3,100,1,3,4,9,0,1,4,3,9
Kyle Lowry,TOR,01/19/2019,TOR vs. MEM,W,29,12,3,8,37.5,1,4,25,5,5,100,1,3,4,7,2,1,1,1,38
Kyle Lowry,TOR,01/17/2019,TOR vs. PHX,W,40,16,4,15,26.7,2,10,20,6,9,66.7,1,8,9,8,2,0,4,4,11
Kyle Lowry,TOR,01/16/2019,TOR @ BOS,L,34,10,3,10,30,1,5,20,3,3,100,1,5,6,7,1,1,1,2,-7
Kyle Lowry,TOR,01/13/2019,TOR @ WAS,W,50,12,4,15,26.7,2,10,20,2,3,66.7,1,4,5,11,2,0,5,4,13
Kyle Lowry,TOR,01/11/2019,TOR vs. BKN,W,23,4,1,3,33.3,1,3,33.3,1,2,50,0,2,2,8,1,0,0,4,1
Kyle Lowry,TOR,01/08/2019,TOR vs. ATL,W,32,16,5,12,41.7,3,9,33.3,3,4,75,0,2,2,6,4,1,3,2,-4
Kyle Lowry,TOR,01/06/2019,TOR vs. IND,W,32,12,4,10,40,2,6,33.3,2,2,100,0,3,3,8,3,1,4,3,6
Kyle Lowry,TOR,12/22/2018,TOR @ PHI,L,31,20,6,16,37.5,2,9,22.2,6,6,100,0,6,6,5,1,1,2,2,-8
Kyle Lowry,TOR,12/12/2018,TOR @ GSW,W,38,23,9,18,50,2,7,28.6,3,4,75,0,5,5,12,3,0,2,1,23
Kyle Lowry,TOR,12/11/2018,TOR @ LAC,W,32,21,8,13,61.5,4,8,50,1,1,100,0,5,5,7,1,1,2,3,30
Kyle Lowry,TOR,12/09/2018,TOR vs. MIL,L,34,0,0,5,0,0,5,0,0,0,-,0,5,5,7,0,1,3,3,7
Kyle Lowry,TOR,12/07/2018,TOR @ BKN,L,36,3,1,8,12.5,1,7,14.3,0,0,-,0,3,3,11,1,1,5,5,1
Kyle Lowry,TOR,12/05/2018,TOR vs. PHI,W,33,7,2,8,25,1,7,14.3,2,2,100,0,4,4,4,3,1,4,0,5
Kyle Lowry,TOR,12/03/2018,TOR vs. DEN,L,34,5,1,7,14.3,1,6,16.7,2,2,100,1,2,3,11,1,3,3,3,-12
Kyle Lowry,TOR,11/29/2018,TOR vs. GSW,W,41,10,4,14,28.6,2,7,28.6,0,0,-,0,8,8,12,3,0,1,1,8
Kyle Lowry,TOR,11/27/2018,TOR @ MEM,W,37,24,8,14,57.1,5,8,62.5,3,4,75,0,2,2,6,0,0,3,1,10
Kyle Lowry,TOR,11/25/2018,TOR vs. MIA,W,35,12,5,12,41.7,2,9,22.2,0,0,-,0,2,2,10,0,0,1,4,19
Kyle Lowry,TOR,11/23/2018,TOR vs. WAS,W,30,15,4,9,44.4,2,4,50,5,6,83.3,1,2,3,9,2,0,3,3,11
Kyle Lowry,TOR,11/21/2018,TOR @ ATL,W,32,21,7,12,58.3,3,6,50,4,4,100,2,10,12,17,0,0,2,1,28
Kyle Lowry,TOR,11/20/2018,TOR @ ORL,W,32,9,3,9,33.3,3,8,37.5,0,0,-,0,4,4,7,1,0,3,3,-6
Kyle Lowry,TOR,11/17/2018,TOR @ CHI,W,29,8,3,11,27.3,2,8,25,0,0,-,0,7,7,8,3,0,2,2,23
Kyle Lowry,TOR,11/16/2018,TOR @ BOS,L,43,14,3,12,25,1,6,16.7,7,8,87.5,0,2,2,7,2,0,4,3,5
Kyle Lowry,TOR,11/14/2018,TOR vs. DET,L,38,14,6,10,60,1,3,33.3,1,2,50,1,6,7,7,0,0,5,1,-3
Kyle Lowry,TOR,11/12/2018,TOR vs. NOP,L,33,4,1,9,11.1,0,6,0,2,2,100,0,2,2,11,0,0,2,1,-17
Kyle Lowry,TOR,11/10/2018,TOR vs. NYK,W,27,10,3,6,50,1,4,25,3,3,100,0,2,2,8,0,0,0,1,6
Kyle Lowry,TOR,11/07/2018,TOR @ SAC,W,35,16,6,13,46.2,2,8,25,2,3,66.7,1,1,2,8,3,0,4,3,8
Kyle Lowry,TOR,11/05/2018,TOR @ UTA,W,29,17,5,9,55.6,3,7,42.9,4,4,100,2,5,7,11,2,0,4,3,29
Kyle Lowry,TOR,11/04/2018,TOR @ LAL,W,33,21,8,19,42.1,3,7,42.9,2,2,100,1,5,6,15,2,1,1,1,26
Kyle Lowry,TOR,11/02/2018,TOR @ PHX,W,32,11,4,9,44.4,1,5,20,2,2,100,2,4,6,12,2,0,3,3,5
Kyle Lowry,TOR,10/30/2018,TOR vs. PHI,W,37,20,7,14,50,3,7,42.9,3,4,75,0,3,3,12,1,0,5,3,20
Kyle Lowry,TOR,10/29/2018,TOR @ MIL,L,34,9,3,14,21.4,0,9,0,3,5,60,2,4,6,15,2,1,4,3,-10
Kyle Lowry,TOR,10/26/2018,TOR vs. DAL,W,36,20,8,14,57.1,3,6,50,1,2,50,0,4,4,12,0,1,0,2,6
Kyle Lowry,TOR,10/24/2018,TOR vs. MIN,W,35,13,4,9,44.4,1,4,25,4,4,100,0,6,6,10,4,0,6,4,13
Kyle Lowry,TOR,10/22/2018,TOR vs. CHA,W,32,16,5,9,55.6,3,6,50,3,3,100,0,2,2,14,2,1,1,2,25
Kyle Lowry,TOR,10/20/2018,TOR @ WAS,W,35,28,10,21,47.6,4,9,44.4,4,4,100,1,2,3,12,1,1,4,1,1
Kyle Lowry,TOR,10/19/2018,TOR vs. BOS,W,34,15,5,8,62.5,3,5,60,2,4,50,0,6,6,6,0,0,0,3,18
Kyle Lowry,TOR,10/17/2018,TOR vs. CLE,W,36,27,10,12,83.3,5,6,83.3,2,3,66.7,0,1,1,8,1,1,3,1,12
Kawhi Leonard,TOR,04/09/2019,TOR @ MIN,W,24,20,8,14,57.1,4,7,57.1,0,0,-,0,6,6,1,1,1,1,0,10
Kawhi Leonard,TOR,04/07/2019,TOR vs. MIA,W,38,22,7,19,36.8,3,8,37.5,5,7,71.4,0,4,4,4,1,0,1,2,7
Kawhi Leonard,TOR,04/05/2019,TOR @ CHA,L,32,29,12,18,66.7,1,5,20,4,7,57.1,0,6,6,4,0,0,1,1,0
Kawhi Leonard,TOR,04/03/2019,TOR @ BKN,W,34,26,11,25,44,0,4,0,4,4,100,2,7,9,3,0,0,1,1,9
Kawhi Leonard,TOR,04/01/2019,TOR vs. ORL,W,27,15,5,12,41.7,1,3,33.3,4,4,100,2,5,7,5,1,0,0,1,19
Kawhi Leonard,TOR,03/26/2019,TOR vs. CHI,W,22,14,4,10,40,0,2,0,6,6,100,1,3,4,5,6,0,0,0,14
Kawhi Leonard,TOR,03/24/2019,TOR vs. CHA,L,34,28,10,18,55.6,2,6,33.3,6,6,100,1,8,9,3,0,2,2,1,10
Kawhi Leonard,TOR,03/22/2019,TOR vs. OKC,L,36,37,12,23,52.2,4,5,80,9,10,90,2,4,6,4,2,0,8,5,12
Kawhi Leonard,TOR,03/20/2019,TOR @ OKC,W,42,22,8,19,42.1,2,6,33.3,4,5,80,3,7,10,6,2,0,3,3,9
Kawhi Leonard,TOR,03/17/2019,TOR @ DET,L,36,33,11,21,52.4,5,8,62.5,6,8,75,4,6,10,2,1,1,1,2,11
Kawhi Leonard,TOR,03/14/2019,TOR vs. LAL,W,32,25,8,20,40,5,8,62.5,4,6,66.7,0,8,8,4,2,0,4,1,17
Kawhi Leonard,TOR,03/11/2019,TOR @ CLE,L,31,25,11,19,57.9,3,8,37.5,0,3,0,0,9,9,2,1,0,2,1,-8
Kawhi Leonard,TOR,03/08/2019,TOR @ NOP,W,27,31,14,20,70,1,5,20,2,3,66.7,0,1,1,2,2,0,2,1,15
Kawhi Leonard,TOR,03/05/2019,TOR vs. HOU,L,36,26,10,22,45.5,1,4,25,5,5,100,2,4,6,1,1,0,1,0,10
Kawhi Leonard,TOR,03/01/2019,TOR vs. POR,W,34,38,14,22,63.6,2,4,50,8,8,100,0,3,3,5,3,0,2,1,14
Kawhi Leonard,TOR,02/26/2019,TOR vs. BOS,W,26,21,9,15,60,1,3,33.3,2,3,66.7,0,6,6,4,1,0,1,0,12
Kawhi Leonard,TOR,02/22/2019,TOR vs. SAS,W,35,25,8,23,34.8,0,4,0,9,10,90,3,3,6,2,2,1,1,2,8
Kawhi Leonard,TOR,02/11/2019,TOR vs. BKN,W,34,30,10,20,50,1,5,20,9,9,100,1,1,2,8,1,0,3,2,-7
Kawhi Leonard,TOR,02/09/2019,TOR @ NYK,W,32,11,4,15,26.7,1,5,20,2,3,66.7,0,5,5,6,1,0,2,1,2
Kawhi Leonard,TOR,02/05/2019,TOR @ PHI,W,35,24,3,11,27.3,2,7,28.6,16,17,94.1,2,5,7,3,3,0,3,1,2
Kawhi Leonard,TOR,02/03/2019,TOR vs. LAC,W,26,18,6,12,50,3,5,60,3,3,100,1,4,5,2,0,0,2,1,8
Kawhi Leonard,TOR,01/31/2019,TOR vs. MIL,L,35,16,7,20,35,0,2,0,2,3,66.7,2,6,8,2,3,0,1,2,-8
Kawhi Leonard,TOR,01/27/2019,TOR @ DAL,W,35,33,10,23,43.5,3,8,37.5,10,11,90.9,1,9,10,3,0,0,0,1,0
Kawhi Leonard,TOR,01/25/2019,TOR @ HOU,L,39,32,11,19,57.9,3,6,50,7,7,100,1,6,7,5,2,0,6,2,5
Kawhi Leonard,TOR,01/16/2019,TOR @ BOS,L,36,33,10,19,52.6,2,8,25,11,11,100,0,4,4,2,4,0,1,0,-3
Kawhi Leonard,TOR,01/13/2019,TOR @ WAS,W,45,41,15,29,51.7,3,6,50,8,9,88.9,6,5,11,5,3,2,3,3,-1
Kawhi Leonard,TOR,01/11/2019,TOR vs. BKN,W,27,20,9,18,50,2,5,40,0,1,0,4,7,11,4,1,0,2,1,24
Kawhi Leonard,TOR,01/08/2019,TOR vs. ATL,W,35,31,11,18,61.1,3,6,50,6,7,85.7,1,3,4,6,6,1,1,2,10
Kawhi Leonard,TOR,01/05/2019,TOR @ MIL,W,38,30,8,16,50,2,3,66.7,12,15,80,0,7,7,6,5,0,2,1,21
Kawhi Leonard,TOR,01/03/2019,TOR @ SAS,L,33,21,8,13,61.5,0,2,0,5,7,71.4,0,1,1,5,2,0,3,2,-22
Kawhi Leonard,TOR,01/01/2019,TOR vs. UTA,W,35,45,16,22,72.7,0,3,0,13,17,76.5,0,6,6,1,0,0,2,2,8
Kawhi Leonard,TOR,12/30/2018,TOR vs. CHI,W,34,27,8,22,36.4,1,6,16.7,10,11,90.9,1,8,9,0,0,0,2,0,1
Kawhi Leonard,TOR,12/28/2018,TOR @ ORL,L,29,21,7,19,36.8,2,5,40,5,5,100,2,4,6,1,0,1,1,0,-27
Kawhi Leonard,TOR,12/26/2018,TOR @ MIA,W,35,30,9,20,45,2,5,40,10,11,90.9,3,5,8,2,2,0,2,0,-1
Kawhi Leonard,TOR,12/21/2018,TOR vs. CLE,W,32,37,12,16,75,2,4,50,11,12,91.7,2,4,6,1,1,0,1,1,11
Kawhi Leonard,TOR,12/19/2018,TOR vs. IND,W,39,28,11,23,47.8,0,3,0,6,9,66.7,0,10,10,6,4,0,2,3,7
Kawhi Leonard,TOR,12/16/2018,TOR @ DEN,L,38,29,12,21,57.1,1,6,16.7,4,4,100,2,12,14,4,0,0,4,1,3
Kawhi Leonard,TOR,12/14/2018,TOR @ POR,L,38,28,8,17,47.1,4,7,57.1,8,10,80,1,5,6,4,1,0,3,5,-1
Kawhi Leonard,TOR,12/09/2018,TOR vs. MIL,L,37,20,8,18,44.4,1,5,20,3,3,100,3,5,8,4,2,2,1,0,10
Kawhi Leonard,TOR,12/07/2018,TOR @ BKN,L,38,32,10,21,47.6,5,6,83.3,7,8,87.5,0,3,3,4,4,1,3,3,0
Kawhi Leonard,TOR,12/05/2018,TOR vs. PHI,W,35,36,13,24,54.2,5,6,83.3,5,6,83.3,1,8,9,1,5,1,2,0,4
Kawhi Leonard,TOR,12/03/2018,TOR vs. DEN,L,35,27,10,19,52.6,1,7,14.3,6,6,100,2,6,8,2,0,0,3,2,-13
Kawhi Leonard,TOR,12/01/2018,TOR @ CLE,W,37,34,11,21,52.4,3,9,33.3,9,9,100,1,8,9,2,1,2,1,2,28
Kawhi Leonard,TOR,11/29/2018,TOR vs. GSW,W,44,37,14,24,58.3,3,6,50,6,6,100,2,6,8,3,1,1,1,4,3
Kawhi Leonard,TOR,11/27/2018,TOR @ MEM,W,37,17,5,11,45.5,1,4,25,6,9,66.7,0,10,10,5,2,1,1,2,12
Kawhi Leonard,TOR,11/25/2018,TOR vs. MIA,W,36,29,8,20,40,3,8,37.5,10,12,83.3,0,10,10,2,1,2,1,2,23
Kawhi Leonard,TOR,11/23/2018,TOR vs. WAS,W,30,27,12,22,54.5,1,4,25,2,3,66.7,2,8,10,2,2,0,1,0,14
Kawhi Leonard,TOR,11/20/2018,TOR @ ORL,W,30,18,8,16,50,1,3,33.3,1,3,33.3,1,5,6,2,1,0,2,3,-3
Kawhi Leonard,TOR,11/16/2018,TOR @ BOS,L,43,31,11,25,44,0,3,0,9,11,81.8,2,13,15,4,3,0,2,0,4
Kawhi Leonard,TOR,11/14/2018,TOR vs. DET,L,35,26,10,18,55.6,0,2,0,6,8,75,0,9,9,4,3,0,6,2,1
Kawhi Leonard,TOR,11/12/2018,TOR vs. NOP,L,34,20,7,20,35,1,6,16.7,5,5,100,2,4,6,2,1,1,1,2,-15
Kawhi Leonard,TOR,11/10/2018,TOR vs. NYK,W,23,12,2,7,28.6,0,2,0,8,10,80,2,5,7,3,1,0,3,0,8
Kawhi Leonard,TOR,11/07/2018,TOR @ SAC,W,31,25,7,17,41.2,2,5,40,9,9,100,2,9,11,2,0,0,5,0,0
Kawhi Leonard,TOR,11/02/2018,TOR @ PHX,W,30,19,7,14,50,1,2,50,4,6,66.7,2,4,6,5,2,1,2,0,4
Kawhi Leonard,TOR,10/30/2018,TOR vs. PHI,W,34,31,10,19,52.6,2,5,40,9,10,90,1,6,7,4,4,0,0,4,11
Kawhi Leonard,TOR,10/26/2018,TOR vs. DAL,W,35,21,7,16,43.8,1,3,33.3,6,6,100,1,8,9,5,3,1,0,0,5
Kawhi Leonard,TOR,10/24/2018,TOR vs. MIN,W,35,35,15,23,65.2,2,4,50,3,4,75,1,4,5,2,2,2,3,2,2
Kawhi Leonard,TOR,10/22/2018,TOR vs. CHA,W,31,22,9,14,64.3,4,7,57.1,0,0,-,0,4,4,3,2,0,1,2,27
Kawhi Leonard,TOR,10/19/2018,TOR vs. BOS,W,36,31,10,25,40,2,5,40,9,9,100,2,8,10,3,1,0,3,1,17
Kawhi Leonard,TOR,10/17/2018,TOR vs. CLE,W,37,24,9,22,40.9,1,3,33.3,5,6,83.3,1,11,12,2,0,0,2,3,13
Jordan Loyd,TOR,04/09/2019,TOR @ MIN,W,7,6,2,4,50,1,1,100,1,1,100,0,1,1,0,0,0,0,0,-8
Jordan Loyd,TOR,04/01/2019,TOR vs. ORL,W,4,5,1,2,50,1,1,100,2,2,100,0,0,0,0,0,0,0,0,-7
Jordan Loyd,TOR,03/30/2019,TOR @ CHI,W,6,2,0,0,-,0,0,-,2,3,66.7,0,1,1,4,0,0,0,0,-1
Jordan Loyd,TOR,03/14/2019,TOR vs. LAL,W,1,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,0
Jordan Loyd,TOR,02/13/2019,TOR vs. WAS,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-1
Jordan Loyd,TOR,02/07/2019,TOR @ ATL,W,7,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,2,-4
Jordan Loyd,TOR,02/03/2019,TOR vs. LAC,W,4,2,1,5,20,0,3,0,0,1,0,0,0,0,0,0,0,0,0,-5
Jordan Loyd,TOR,01/22/2019,TOR vs. SAC,W,1,0,0,1,0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Jordan Loyd,TOR,01/19/2019,TOR vs. MEM,W,5,0,0,1,0,0,0,-,0,0,-,0,2,2,1,0,0,1,0,-4
Jordan Loyd,TOR,11/21/2018,TOR @ ATL,W,3,4,1,1,100,0,0,-,2,2,100,0,0,0,0,0,0,1,1,-2
Jordan Loyd,TOR,11/17/2018,TOR @ CHI,W,12,8,2,2,100,2,2,100,2,2,100,0,4,4,1,0,0,0,1,6
Jordan Loyd,TOR,10/29/2018,TOR @ MIL,L,2,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,0,0,8
Jonas Valanciunas,TOR,12/12/2018,TOR @ GSW,W,8,6,3,4,75,0,0,-,0,0,-,1,6,7,0,0,0,0,0,2
Jonas Valanciunas,TOR,12/11/2018,TOR @ LAC,W,18,16,7,12,58.3,1,2,50,1,2,50,2,3,5,0,2,0,0,1,6
Jonas Valanciunas,TOR,12/09/2018,TOR vs. MIL,L,13,6,2,8,25,0,0,-,2,2,100,3,2,5,0,0,0,2,3,-9
Jonas Valanciunas,TOR,12/07/2018,TOR @ BKN,L,26,24,10,15,66.7,0,2,0,4,6,66.7,2,6,8,0,0,1,0,3,5
Jonas Valanciunas,TOR,12/05/2018,TOR vs. PHI,W,18,26,9,13,69.2,0,1,0,8,9,88.9,1,7,8,2,0,0,0,3,14
Jonas Valanciunas,TOR,12/03/2018,TOR vs. DEN,L,18,8,3,6,50,0,0,-,2,2,100,1,9,10,0,0,1,1,5,0
Jonas Valanciunas,TOR,12/01/2018,TOR @ CLE,W,18,5,2,5,40,0,1,0,1,2,50,1,3,4,0,0,1,2,4,-9
Jonas Valanciunas,TOR,11/29/2018,TOR vs. GSW,W,16,12,4,5,80,0,0,-,4,4,100,0,4,4,0,0,1,1,2,-13
Jonas Valanciunas,TOR,11/27/2018,TOR @ MEM,W,14,9,3,3,100,1,1,100,2,2,100,1,2,3,2,0,1,3,2,-5
Jonas Valanciunas,TOR,11/25/2018,TOR vs. MIA,W,24,17,8,10,80,0,0,-,1,1,100,2,8,10,2,0,0,1,2,24
Jonas Valanciunas,TOR,11/23/2018,TOR vs. WAS,W,18,8,3,7,42.9,0,0,-,2,2,100,4,3,7,3,0,0,3,2,-4
Jonas Valanciunas,TOR,11/21/2018,TOR @ ATL,W,27,24,9,12,75,1,2,50,5,8,62.5,3,10,13,2,0,1,2,2,21
Jonas Valanciunas,TOR,11/20/2018,TOR @ ORL,W,21,8,4,8,50,0,2,0,0,0,-,0,6,6,0,2,0,3,4,3
Jonas Valanciunas,TOR,11/17/2018,TOR @ CHI,W,14,8,4,6,66.7,0,1,0,0,0,-,1,8,9,1,0,0,1,2,14
Jonas Valanciunas,TOR,11/16/2018,TOR @ BOS,L,19,11,5,8,62.5,0,0,-,1,1,100,3,2,5,1,0,1,2,1,-13
Jonas Valanciunas,TOR,11/14/2018,TOR vs. DET,L,27,14,6,12,50,0,1,0,2,2,100,2,4,6,0,0,1,3,4,5
Jonas Valanciunas,TOR,11/12/2018,TOR vs. NOP,L,15,2,0,3,0,0,1,0,2,2,100,1,6,7,2,0,1,2,2,-5
Jonas Valanciunas,TOR,11/10/2018,TOR vs. NYK,W,21,19,6,8,75,1,1,100,6,10,60,3,7,10,1,1,1,1,3,18
Jonas Valanciunas,TOR,11/07/2018,TOR @ SAC,W,20,11,4,7,57.1,0,0,-,3,4,75,2,8,10,1,0,1,1,3,4
Jonas Valanciunas,TOR,11/05/2018,TOR @ UTA,W,22,11,4,10,40,1,2,50,2,2,100,0,6,6,0,1,2,1,1,9
Jonas Valanciunas,TOR,11/04/2018,TOR @ LAL,W,17,14,5,9,55.6,0,1,0,4,4,100,0,8,8,1,2,1,0,3,-16
Jonas Valanciunas,TOR,11/02/2018,TOR @ PHX,W,24,16,7,10,70,1,2,50,1,2,50,1,6,7,1,1,4,2,6,3
Jonas Valanciunas,TOR,10/30/2018,TOR vs. PHI,W,17,23,8,14,57.1,1,3,33.3,6,6,100,1,3,4,1,0,2,3,4,1
Jonas Valanciunas,TOR,10/29/2018,TOR @ MIL,L,13,10,3,10,30,0,1,0,4,4,100,2,1,3,0,1,0,0,1,-21
Jonas Valanciunas,TOR,10/26/2018,TOR vs. DAL,W,22,17,7,16,43.8,0,1,0,3,4,75,5,3,8,1,1,0,1,4,12
Jonas Valanciunas,TOR,10/24/2018,TOR vs. MIN,W,20,16,7,11,63.6,2,3,66.7,0,0,-,5,4,9,2,0,0,1,3,4
Jonas Valanciunas,TOR,10/22/2018,TOR vs. CHA,W,20,17,7,8,87.5,0,0,-,3,4,75,2,8,10,2,2,2,0,2,6
Jonas Valanciunas,TOR,10/20/2018,TOR @ WAS,W,19,16,5,8,62.5,0,0,-,6,7,85.7,2,5,7,1,0,1,1,4,5
Jonas Valanciunas,TOR,10/19/2018,TOR vs. BOS,W,14,4,1,3,33.3,0,0,-,2,2,100,1,4,5,0,0,0,2,4,-4
Jonas Valanciunas,TOR,10/17/2018,TOR vs. CLE,W,20,6,3,8,37.5,0,2,0,0,0,-,2,10,12,3,0,0,0,2,13
Jodie Meeks,TOR,04/09/2019,TOR @ MIN,W,18,7,3,5,60,1,3,33.3,0,0,-,0,1,1,1,0,0,1,1,20
Jodie Meeks,TOR,04/03/2019,TOR @ BKN,W,11,5,2,4,50,1,1,100,0,0,-,0,0,0,2,0,0,0,1,-6
