PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
OG Anunoby,TOR,03/26/2019,TOR vs. CHI,W,25,10,3,4,75,0,1,0,4,4,100,0,1,1,1,1,2,0,3,4
OG Anunoby,TOR,03/24/2019,TOR vs. CHA,L,15,3,1,3,33.3,1,3,33.3,0,0,-,1,1,2,2,0,0,2,2,-7
OG Anunoby,TOR,03/22/2019,TOR vs. OKC,L,17,2,1,4,25,0,1,0,0,0,-,1,0,1,0,1,1,1,2,-6
OG Anunoby,TOR,03/20/2019,TOR @ OKC,W,14,6,2,3,66.7,1,2,50,1,2,50,0,3,3,1,1,1,1,2,8
OG Anunoby,TOR,03/18/2019,TOR vs. NYK,W,18,14,6,12,50,1,6,16.7,1,1,100,1,2,3,1,0,2,0,2,6
OG Anunoby,TOR,03/17/2019,TOR @ DET,L,19,8,3,7,42.9,1,2,50,1,1,100,1,2,3,0,0,0,3,2,-5
OG Anunoby,TOR,03/14/2019,TOR vs. LAL,W,24,7,3,6,50,1,3,33.3,0,0,-,2,2,4,0,2,0,1,2,0
OG Anunoby,TOR,03/11/2019,TOR @ CLE,L,26,8,3,6,50,1,3,33.3,1,2,50,3,1,4,1,1,1,2,3,-11
OG Anunoby,TOR,03/10/2019,TOR @ MIA,W,24,11,3,5,60,0,1,0,5,6,83.3,2,1,3,1,2,1,3,4,3
OG Anunoby,TOR,03/08/2019,TOR @ NOP,W,23,7,3,4,75,1,2,50,0,0,-,1,2,3,3,3,0,2,2,13
OG Anunoby,TOR,03/05/2019,TOR vs. HOU,L,14,3,1,2,50,1,2,50,0,0,-,0,1,1,0,0,0,0,0,-30
OG Anunoby,TOR,03/03/2019,TOR @ DET,L,35,13,5,10,50,1,4,25,2,2,100,5,1,6,0,0,1,0,3,-2
OG Anunoby,TOR,03/01/2019,TOR vs. POR,W,14,2,1,2,50,0,1,0,0,0,-,0,0,0,0,0,1,0,1,-14
OG Anunoby,TOR,02/26/2019,TOR vs. BOS,W,20,5,2,5,40,1,3,33.3,0,0,-,0,1,1,1,0,1,1,1,8
OG Anunoby,TOR,02/24/2019,TOR vs. ORL,L,24,5,2,6,33.3,1,2,50,0,0,-,1,5,6,0,1,0,1,1,-13
OG Anunoby,TOR,02/22/2019,TOR vs. SAS,W,16,9,3,4,75,3,3,100,0,0,-,1,1,2,0,0,0,0,1,4
OG Anunoby,TOR,02/13/2019,TOR vs. WAS,W,36,22,9,14,64.3,4,8,50,0,0,-,0,5,5,0,1,0,0,5,18
OG Anunoby,TOR,02/11/2019,TOR vs. BKN,W,18,6,3,5,60,0,1,0,0,0,-,1,1,2,1,2,0,1,2,0
OG Anunoby,TOR,02/09/2019,TOR @ NYK,W,16,2,0,2,0,0,1,0,2,2,100,0,3,3,0,0,0,1,1,0
OG Anunoby,TOR,02/07/2019,TOR @ ATL,W,26,6,2,5,40,2,4,50,0,0,-,2,6,8,1,1,0,2,4,24
OG Anunoby,TOR,02/05/2019,TOR @ PHI,W,14,2,1,5,20,0,1,0,0,0,-,2,2,4,2,0,0,1,3,7
OG Anunoby,TOR,02/03/2019,TOR vs. LAC,W,24,4,1,3,33.3,0,2,0,2,2,100,0,3,3,0,2,1,2,5,4
OG Anunoby,TOR,01/31/2019,TOR vs. MIL,L,7,0,0,2,0,0,2,0,0,0,-,0,1,1,1,0,0,0,1,-7
OG Anunoby,TOR,01/27/2019,TOR @ DAL,W,11,5,2,4,50,1,3,33.3,0,0,-,1,1,2,0,0,0,0,2,6
OG Anunoby,TOR,01/25/2019,TOR @ HOU,L,11,2,1,3,33.3,0,1,0,0,1,0,0,1,1,0,0,0,0,2,-6
OG Anunoby,TOR,01/13/2019,TOR @ WAS,W,21,7,2,6,33.3,0,2,0,3,3,100,1,3,4,0,2,0,1,3,-5
OG Anunoby,TOR,01/11/2019,TOR vs. BKN,W,22,13,5,6,83.3,2,3,66.7,1,4,25,0,3,3,1,0,0,0,0,4
OG Anunoby,TOR,01/08/2019,TOR vs. ATL,W,28,14,5,6,83.3,2,2,100,2,2,100,1,1,2,1,2,0,1,3,6
OG Anunoby,TOR,01/06/2019,TOR vs. IND,W,24,5,2,7,28.6,1,4,25,0,0,-,2,3,5,1,1,1,1,0,14
OG Anunoby,TOR,01/05/2019,TOR @ MIL,W,17,3,1,6,16.7,1,5,20,0,0,-,0,2,2,0,0,0,1,4,-19
OG Anunoby,TOR,01/03/2019,TOR @ SAS,L,18,0,0,3,0,0,1,0,0,0,-,0,2,2,1,0,0,1,0,1
OG Anunoby,TOR,01/01/2019,TOR vs. UTA,W,18,2,1,2,50,0,0,-,0,0,-,0,2,2,3,1,0,0,1,-11
OG Anunoby,TOR,12/30/2018,TOR vs. CHI,W,21,5,2,6,33.3,1,3,33.3,0,0,-,2,1,3,2,0,0,0,0,4
OG Anunoby,TOR,12/28/2018,TOR @ ORL,L,23,8,2,4,50,2,2,100,2,4,50,1,1,2,1,0,0,0,2,-11
OG Anunoby,TOR,12/26/2018,TOR @ MIA,W,25,5,2,5,40,1,3,33.3,0,0,-,3,5,8,2,2,0,1,1,6
OG Anunoby,TOR,12/22/2018,TOR @ PHI,L,26,5,2,4,50,1,2,50,0,0,-,0,5,5,1,0,0,2,5,-2
OG Anunoby,TOR,12/21/2018,TOR vs. CLE,W,22,21,9,14,64.3,3,7,42.9,0,0,-,2,6,8,0,0,1,1,5,2
OG Anunoby,TOR,12/19/2018,TOR vs. IND,W,20,8,3,7,42.9,2,2,100,0,0,-,1,1,2,1,2,1,0,1,1
OG Anunoby,TOR,12/16/2018,TOR @ DEN,L,26,7,2,10,20,2,8,25,1,4,25,2,3,5,1,1,2,1,2,-18
OG Anunoby,TOR,12/14/2018,TOR @ POR,L,19,5,2,3,66.7,1,2,50,0,0,-,0,1,1,1,2,0,0,2,-15
OG Anunoby,TOR,12/12/2018,TOR @ GSW,W,19,4,2,6,33.3,0,1,0,0,2,0,0,3,3,0,0,0,1,3,6
OG Anunoby,TOR,12/11/2018,TOR @ LAC,W,21,12,5,9,55.6,2,3,66.7,0,1,0,0,2,2,0,1,0,0,2,-5
OG Anunoby,TOR,12/09/2018,TOR vs. MIL,L,12,2,1,5,20,0,3,0,0,0,-,0,2,2,0,0,0,0,1,-16
OG Anunoby,TOR,12/07/2018,TOR @ BKN,L,17,3,1,5,20,1,4,25,0,0,-,0,4,4,0,0,0,1,0,-1
OG Anunoby,TOR,12/05/2018,TOR vs. PHI,W,18,4,2,8,25,0,3,0,0,0,-,4,1,5,2,1,0,1,2,8
OG Anunoby,TOR,12/03/2018,TOR vs. DEN,L,12,6,2,5,40,2,3,66.7,0,0,-,0,1,1,0,0,0,1,3,-2
OG Anunoby,TOR,12/01/2018,TOR @ CLE,W,22,8,3,5,60,0,1,0,2,4,50,1,5,6,1,0,0,0,1,-15
OG Anunoby,TOR,11/29/2018,TOR vs. GSW,W,16,5,2,7,28.6,1,6,16.7,0,0,-,1,2,3,0,0,0,3,0,-9
OG Anunoby,TOR,11/27/2018,TOR @ MEM,W,17,5,2,5,40,1,3,33.3,0,1,0,0,1,1,0,0,0,1,1,-2
OG Anunoby,TOR,11/25/2018,TOR vs. MIA,W,16,4,2,4,50,0,2,0,0,2,0,0,3,3,1,0,1,0,4,-15
OG Anunoby,TOR,11/23/2018,TOR vs. WAS,W,19,15,6,11,54.5,3,5,60,0,0,-,0,0,0,1,0,0,0,2,12
OG Anunoby,TOR,11/16/2018,TOR @ BOS,L,9,5,2,3,66.7,1,2,50,0,0,-,0,0,0,0,0,0,2,1,-15
OG Anunoby,TOR,11/14/2018,TOR vs. DET,L,24,7,3,12,25,1,6,16.7,0,2,0,2,1,3,2,2,1,0,3,1
OG Anunoby,TOR,11/12/2018,TOR vs. NOP,L,24,17,6,13,46.2,2,8,25,3,5,60,0,2,2,0,3,0,1,2,-9
OG Anunoby,TOR,11/10/2018,TOR vs. NYK,W,25,16,7,10,70,1,4,25,1,2,50,1,1,2,0,0,1,1,2,8
OG Anunoby,TOR,11/07/2018,TOR @ SAC,W,24,11,5,9,55.6,1,3,33.3,0,0,-,3,4,7,0,1,0,0,3,11
OG Anunoby,TOR,11/05/2018,TOR @ UTA,W,25,17,7,13,53.8,3,5,60,0,1,0,0,1,1,0,2,0,1,4,7
OG Anunoby,TOR,11/04/2018,TOR @ LAL,W,24,7,3,9,33.3,1,5,20,0,0,-,0,1,1,2,0,0,0,2,19
OG Anunoby,TOR,11/02/2018,TOR @ PHX,W,21,2,1,3,33.3,0,2,0,0,0,-,0,1,1,0,0,0,0,3,2
OG Anunoby,TOR,10/24/2018,TOR vs. MIN,W,28,6,2,7,28.6,2,6,33.3,0,0,-,0,5,5,1,1,1,0,3,0
OG Anunoby,TOR,10/22/2018,TOR vs. CHA,W,25,5,2,7,28.6,1,4,25,0,0,-,1,3,4,1,0,1,1,0,8
OG Anunoby,TOR,10/20/2018,TOR @ WAS,W,29,12,5,10,50,2,4,50,0,0,-,1,3,4,1,1,0,1,5,-1
OG Anunoby,TOR,10/19/2018,TOR vs. BOS,W,21,9,4,6,66.7,1,3,33.3,0,0,-,2,2,4,0,0,0,1,4,-1
OG Anunoby,TOR,10/17/2018,TOR vs. CLE,W,18,4,2,3,66.7,0,1,0,0,0,-,0,0,0,0,1,0,1,1,-2
Norman Powell,TOR,04/09/2019,TOR @ MIN,W,20,10,4,10,40,2,4,50,0,0,-,0,5,5,2,1,0,1,3,22
Norman Powell,TOR,04/07/2019,TOR vs. MIA,W,21,23,7,7,100,4,4,100,5,6,83.3,0,3,3,1,1,0,0,2,4
Norman Powell,TOR,04/05/2019,TOR @ CHA,L,20,2,1,3,33.3,0,0,-,0,0,-,0,2,2,1,0,0,2,0,-6
Norman Powell,TOR,04/03/2019,TOR @ BKN,W,12,4,2,5,40,0,1,0,0,0,-,0,1,1,0,0,0,0,0,-2
Norman Powell,TOR,04/01/2019,TOR vs. ORL,W,17,7,3,6,50,1,4,25,0,0,-,0,1,1,1,1,0,2,1,0
Norman Powell,TOR,03/30/2019,TOR @ CHI,W,29,15,6,11,54.5,3,6,50,0,0,-,0,4,4,4,1,1,0,1,10
Norman Powell,TOR,03/28/2019,TOR @ NYK,W,23,11,3,7,42.9,3,4,75,2,2,100,0,3,3,0,2,0,1,2,9
Norman Powell,TOR,03/26/2019,TOR vs. CHI,W,26,20,8,10,80,4,5,80,0,0,-,0,3,3,3,0,0,3,0,-5
Norman Powell,TOR,03/24/2019,TOR vs. CHA,L,12,10,4,5,80,2,2,100,0,0,-,0,0,0,1,2,1,0,2,8
Norman Powell,TOR,03/22/2019,TOR vs. OKC,L,18,0,0,3,0,0,0,-,0,0,-,2,9,11,1,0,0,1,0,-12
Norman Powell,TOR,03/20/2019,TOR @ OKC,W,17,0,0,2,0,0,0,-,0,0,-,0,4,4,3,1,0,1,2,4
Norman Powell,TOR,03/18/2019,TOR vs. NYK,W,18,10,4,8,50,0,2,0,2,3,66.7,0,3,3,1,1,1,2,3,-3
Norman Powell,TOR,03/17/2019,TOR @ DET,L,18,10,4,8,50,1,4,25,1,1,100,0,1,1,1,0,0,2,1,-11
Norman Powell,TOR,03/14/2019,TOR vs. LAL,W,24,20,7,14,50,3,6,50,3,4,75,1,7,8,2,2,1,0,2,11
Norman Powell,TOR,03/11/2019,TOR @ CLE,L,19,9,4,8,50,0,3,0,1,1,100,1,1,2,0,0,0,5,1,-18
Norman Powell,TOR,03/10/2019,TOR @ MIA,W,24,15,4,7,57.1,3,5,60,4,4,100,1,1,2,4,0,0,2,3,-1
Norman Powell,TOR,03/08/2019,TOR @ NOP,W,22,8,4,8,50,0,2,0,0,0,-,0,3,3,0,0,0,2,1,6
Norman Powell,TOR,03/05/2019,TOR vs. HOU,L,10,4,2,6,33.3,0,1,0,0,0,-,1,0,1,0,0,0,0,4,-16
Norman Powell,TOR,03/03/2019,TOR @ DET,L,20,11,4,9,44.4,2,4,50,1,1,100,1,4,5,2,1,0,5,1,1
Norman Powell,TOR,03/01/2019,TOR vs. POR,W,17,4,2,5,40,0,2,0,0,0,-,0,1,1,2,0,1,1,1,-11
Norman Powell,TOR,02/26/2019,TOR vs. BOS,W,18,11,4,6,66.7,3,4,75,0,0,-,0,1,1,0,1,0,2,2,17
Norman Powell,TOR,02/24/2019,TOR vs. ORL,L,15,0,0,3,0,0,1,0,0,0,-,0,0,0,2,0,0,1,1,-13
Norman Powell,TOR,02/22/2019,TOR vs. SAS,W,13,2,1,6,16.7,0,0,-,0,0,-,0,3,3,0,0,0,0,0,4
Norman Powell,TOR,02/13/2019,TOR vs. WAS,W,31,11,3,10,30,0,5,0,5,6,83.3,2,2,4,4,1,0,0,2,-12
Norman Powell,TOR,02/11/2019,TOR vs. BKN,W,18,5,2,6,33.3,0,2,0,1,1,100,0,1,1,3,0,0,2,0,7
Norman Powell,TOR,02/09/2019,TOR @ NYK,W,16,14,5,14,35.7,3,9,33.3,1,1,100,0,1,1,3,0,0,0,1,1
Norman Powell,TOR,02/07/2019,TOR @ ATL,W,21,11,3,7,42.9,1,3,33.3,4,4,100,1,1,2,2,0,0,1,1,-4
Norman Powell,TOR,02/05/2019,TOR @ PHI,W,16,14,5,6,83.3,1,2,50,3,4,75,0,0,0,0,1,0,0,4,4
Norman Powell,TOR,02/03/2019,TOR vs. LAC,W,16,7,3,11,27.3,0,5,0,1,1,100,2,3,5,1,0,1,1,2,11
Norman Powell,TOR,01/31/2019,TOR vs. MIL,L,23,10,4,6,66.7,2,2,100,0,0,-,0,4,4,2,1,0,1,3,1
Norman Powell,TOR,01/27/2019,TOR @ DAL,W,16,9,2,3,66.7,1,1,100,4,4,100,0,1,1,0,0,0,2,5,-6
Norman Powell,TOR,01/25/2019,TOR @ HOU,L,20,10,4,8,50,2,4,50,0,0,-,1,1,2,3,1,0,1,1,4
Norman Powell,TOR,01/23/2019,TOR @ IND,L,20,12,4,9,44.4,3,6,50,1,2,50,0,1,1,2,0,1,2,3,4
Norman Powell,TOR,01/22/2019,TOR vs. SAC,W,21,11,4,7,57.1,1,2,50,2,5,40,0,1,1,1,0,0,1,1,15
Norman Powell,TOR,01/19/2019,TOR vs. MEM,W,19,14,6,7,85.7,2,2,100,0,0,-,0,1,1,4,3,0,0,1,9
Norman Powell,TOR,01/17/2019,TOR vs. PHX,W,21,4,1,4,25,0,1,0,2,2,100,0,1,1,2,2,0,2,0,7
Norman Powell,TOR,01/16/2019,TOR @ BOS,L,24,11,5,9,55.6,1,2,50,0,0,-,0,1,1,1,2,0,0,1,-8
Norman Powell,TOR,01/13/2019,TOR @ WAS,W,13,9,3,5,60,2,3,66.7,1,2,50,0,0,0,3,1,0,2,0,3
Norman Powell,TOR,01/11/2019,TOR vs. BKN,W,21,13,5,11,45.5,0,3,0,3,3,100,1,1,2,2,0,0,1,5,-9
Norman Powell,TOR,01/08/2019,TOR vs. ATL,W,17,2,1,7,14.3,0,3,0,0,0,-,0,3,3,1,0,1,0,0,-17
Norman Powell,TOR,01/06/2019,TOR vs. IND,W,32,23,10,12,83.3,3,3,100,0,0,-,0,2,2,1,1,0,0,3,15
Norman Powell,TOR,01/05/2019,TOR @ MIL,W,15,2,0,5,0,0,3,0,2,2,100,0,1,1,4,2,1,2,1,-14
Norman Powell,TOR,01/03/2019,TOR @ SAS,L,25,14,5,11,45.5,1,3,33.3,3,3,100,0,3,3,2,2,1,0,2,3
Norman Powell,TOR,01/01/2019,TOR vs. UTA,W,22,14,6,11,54.5,2,4,50,0,0,-,0,3,3,1,0,2,0,4,-4
Norman Powell,TOR,12/30/2018,TOR vs. CHI,W,23,4,2,9,22.2,0,5,0,0,0,-,0,2,2,0,1,0,0,0,7
Norman Powell,TOR,12/26/2018,TOR @ MIA,W,16,5,2,4,50,1,3,33.3,0,0,-,0,2,2,3,0,0,1,2,0
Norman Powell,TOR,12/22/2018,TOR @ PHI,L,25,13,4,8,50,2,4,50,3,3,100,0,3,3,1,1,0,1,1,-13
Norman Powell,TOR,12/21/2018,TOR vs. CLE,W,26,11,5,7,71.4,0,2,0,1,2,50,0,3,3,3,1,0,2,3,4
Norman Powell,TOR,12/19/2018,TOR vs. IND,W,15,2,1,4,25,0,2,0,0,0,-,0,1,1,1,0,0,2,0,-3
Norman Powell,TOR,11/05/2018,TOR @ UTA,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Norman Powell,TOR,11/04/2018,TOR @ LAL,W,14,0,0,2,0,0,2,0,0,0,-,1,2,3,1,1,0,2,4,-11
Norman Powell,TOR,11/02/2018,TOR @ PHX,W,14,8,3,6,50,2,4,50,0,1,0,0,2,2,1,0,0,0,1,11
Norman Powell,TOR,10/30/2018,TOR vs. PHI,W,14,4,1,2,50,1,1,100,1,2,50,0,0,0,1,0,0,0,0,5
Norman Powell,TOR,10/29/2018,TOR @ MIL,L,27,8,2,3,66.7,2,3,66.7,2,2,100,0,3,3,3,0,0,0,2,-12
Norman Powell,TOR,10/26/2018,TOR vs. DAL,W,19,2,1,1,100,0,0,-,0,0,-,0,2,2,0,1,0,1,1,8
Norman Powell,TOR,10/24/2018,TOR vs. MIN,W,13,10,4,8,50,1,4,25,1,1,100,0,1,1,2,1,0,1,0,7
Norman Powell,TOR,10/22/2018,TOR vs. CHA,W,16,9,3,7,42.9,1,4,25,2,2,100,0,4,4,1,1,0,1,3,-9
Norman Powell,TOR,10/20/2018,TOR @ WAS,W,24,7,3,5,60,1,2,50,0,0,-,1,4,5,0,0,1,3,1,20
Norman Powell,TOR,10/19/2018,TOR vs. BOS,W,10,2,1,5,20,0,0,-,0,0,-,0,2,2,1,1,0,0,1,-5
Norman Powell,TOR,10/17/2018,TOR vs. CLE,W,12,5,2,3,66.7,1,2,50,0,0,-,0,0,0,0,0,0,0,4,0
Marc Gasol,TOR,04/09/2019,TOR @ MIN,W,23,9,3,5,60,2,3,66.7,1,4,25,2,4,6,1,1,0,2,1,4
Marc Gasol,TOR,04/07/2019,TOR vs. MIA,W,33,8,2,4,50,0,1,0,4,4,100,0,10,10,7,0,0,0,5,23
Marc Gasol,TOR,04/05/2019,TOR @ CHA,L,27,6,1,2,50,1,1,100,3,3,100,1,5,6,2,0,1,1,2,11
Marc Gasol,TOR,04/03/2019,TOR @ BKN,W,27,8,3,10,30,2,5,40,0,0,-,3,6,9,6,4,0,2,2,9
Marc Gasol,TOR,04/01/2019,TOR vs. ORL,W,25,13,4,8,50,2,3,66.7,3,3,100,0,4,4,4,0,0,0,2,24
Marc Gasol,TOR,03/30/2019,TOR @ CHI,W,29,17,6,11,54.5,3,4,75,2,4,50,1,7,8,6,0,1,1,3,25
Marc Gasol,TOR,03/28/2019,TOR @ NYK,W,23,2,0,4,0,0,2,0,2,2,100,0,5,5,4,1,0,1,5,22
Marc Gasol,TOR,03/26/2019,TOR vs. CHI,W,20,2,1,6,16.7,0,0,-,0,0,-,0,6,6,1,1,2,1,2,16
Marc Gasol,TOR,03/24/2019,TOR vs. CHA,L,23,17,7,9,77.8,2,3,66.7,1,1,100,0,4,4,6,1,3,1,2,3
Marc Gasol,TOR,03/22/2019,TOR vs. OKC,L,28,2,1,1,100,0,0,-,0,0,-,0,5,5,6,2,2,2,2,7
Marc Gasol,TOR,03/20/2019,TOR @ OKC,W,30,10,4,7,57.1,2,3,66.7,0,0,-,0,6,6,2,0,1,0,5,11
Marc Gasol,TOR,03/18/2019,TOR vs. NYK,W,22,12,4,8,50,2,5,40,2,2,100,0,11,11,1,1,1,3,3,23
Marc Gasol,TOR,03/17/2019,TOR @ DET,L,37,9,3,7,42.9,1,4,25,2,2,100,1,10,11,8,0,1,2,2,12
Marc Gasol,TOR,03/14/2019,TOR vs. LAL,W,26,15,5,10,50,2,4,50,3,3,100,2,5,7,4,2,0,2,3,17
Marc Gasol,TOR,03/11/2019,TOR @ CLE,L,22,2,1,6,16.7,0,2,0,0,1,0,0,7,7,4,1,0,3,4,-11
Marc Gasol,TOR,03/10/2019,TOR @ MIA,W,22,6,3,6,50,0,1,0,0,0,-,1,5,6,3,2,1,2,1,4
Marc Gasol,TOR,03/08/2019,TOR @ NOP,W,19,4,2,6,33.3,0,2,0,0,0,-,1,8,9,1,0,2,2,2,6
Marc Gasol,TOR,03/05/2019,TOR vs. HOU,L,18,8,3,5,60,0,1,0,2,2,100,0,1,1,0,0,0,0,2,-30
Marc Gasol,TOR,03/03/2019,TOR @ DET,L,38,13,2,10,20,1,2,50,8,8,100,4,4,8,5,1,2,1,6,-1
Marc Gasol,TOR,03/01/2019,TOR vs. POR,W,32,19,9,13,69.2,0,2,0,1,1,100,0,8,8,6,2,1,2,1,23
Marc Gasol,TOR,02/26/2019,TOR vs. BOS,W,23,5,2,6,33.3,1,1,100,0,2,0,1,4,5,8,0,1,0,1,18
Marc Gasol,TOR,02/24/2019,TOR vs. ORL,L,24,16,7,13,53.8,1,1,100,1,2,50,2,3,5,5,0,0,1,4,-7
Marc Gasol,TOR,02/22/2019,TOR vs. SAS,W,17,4,2,7,28.6,0,1,0,0,0,-,2,4,6,6,0,0,2,5,-4
Marc Gasol,TOR,02/13/2019,TOR vs. WAS,W,19,7,2,7,28.6,0,0,-,3,4,75,2,5,7,2,2,2,1,2,-3
Marc Gasol,TOR,02/11/2019,TOR vs. BKN,W,22,16,7,9,77.8,1,1,100,1,2,50,0,6,6,2,1,1,2,2,4
Marc Gasol,TOR,02/09/2019,TOR @ NYK,W,19,7,3,7,42.9,0,0,-,1,2,50,1,5,6,1,2,1,2,1,3
Malcolm Miller,TOR,04/09/2019,TOR @ MIN,W,9,3,1,2,50,0,0,-,1,2,50,1,0,1,0,0,0,0,1,-6
Malcolm Miller,TOR,04/01/2019,TOR vs. ORL,W,4,0,0,1,0,0,1,0,0,0,-,0,2,2,0,0,0,0,1,-7
Malcolm Miller,TOR,03/30/2019,TOR @ CHI,W,11,0,0,2,0,0,1,0,0,0,-,0,0,0,0,0,0,0,1,8
Malcolm Miller,TOR,03/28/2019,TOR @ NYK,W,7,5,1,3,33.3,1,3,33.3,2,2,100,0,0,0,0,0,1,1,0,-4
Malcolm Miller,TOR,03/18/2019,TOR vs. NYK,W,8,6,2,3,66.7,2,3,66.7,0,0,-,0,1,1,0,0,0,0,0,6
Malcolm Miller,TOR,03/14/2019,TOR vs. LAL,W,12,6,2,5,40,2,5,40,0,0,-,0,0,0,0,1,0,0,2,-4
Malcolm Miller,TOR,03/11/2019,TOR @ CLE,L,4,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,-6
Malcolm Miller,TOR,03/10/2019,TOR @ MIA,W,4,3,1,2,50,1,2,50,0,0,-,0,0,0,1,0,0,0,0,-1
Malcolm Miller,TOR,03/08/2019,TOR @ NOP,W,4,6,2,4,50,2,3,66.7,0,0,-,0,0,0,0,0,0,0,0,6
Malcolm Miller,TOR,02/26/2019,TOR vs. BOS,W,5,3,1,3,33.3,1,2,50,0,0,-,0,1,1,0,0,0,0,0,0
Malachi Richardson,TOR,01/22/2019,TOR vs. SAC,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Malachi Richardson,TOR,01/19/2019,TOR vs. MEM,W,5,3,1,2,50,1,2,50,0,0,-,0,0,0,0,0,0,0,0,-4
Malachi Richardson,TOR,01/11/2019,TOR vs. BKN,W,2,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-5
Malachi Richardson,TOR,12/28/2018,TOR @ ORL,L,4,2,0,1,0,0,1,0,2,2,100,1,0,1,0,0,0,0,0,-3
Malachi Richardson,TOR,12/22/2018,TOR @ PHI,L,4,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,-2
Malachi Richardson,TOR,12/21/2018,TOR vs. CLE,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,5
Malachi Richardson,TOR,12/19/2018,TOR vs. IND,W,5,0,0,2,0,0,1,0,0,0,-,0,0,0,0,0,0,0,2,1
Malachi Richardson,TOR,12/16/2018,TOR @ DEN,L,4,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,1,5
Malachi Richardson,TOR,12/12/2018,TOR @ GSW,W,4,3,1,3,33.3,1,3,33.3,0,0,-,0,1,1,0,0,0,0,1,-1
Malachi Richardson,TOR,12/11/2018,TOR @ LAC,W,4,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,1,0,0
Malachi Richardson,TOR,11/23/2018,TOR vs. WAS,W,1,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-4
Malachi Richardson,TOR,11/21/2018,TOR @ ATL,W,3,0,0,1,0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-2
Malachi Richardson,TOR,11/17/2018,TOR @ CHI,W,19,9,3,4,75,2,3,66.7,1,1,100,0,3,3,0,1,0,5,2,9
Malachi Richardson,TOR,11/14/2018,TOR vs. DET,L,9,0,0,2,0,0,1,0,0,0,-,0,2,2,0,0,0,1,2,-1
Malachi Richardson,TOR,11/12/2018,TOR vs. NOP,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Malachi Richardson,TOR,11/07/2018,TOR @ SAC,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Malachi Richardson,TOR,11/05/2018,TOR @ UTA,W,4,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-9
Malachi Richardson,TOR,10/30/2018,TOR vs. PHI,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4
Malachi Richardson,TOR,10/29/2018,TOR @ MIL,L,13,3,1,6,16.7,1,6,16.7,0,0,-,0,3,3,0,0,0,1,2,4
Malachi Richardson,TOR,10/26/2018,TOR vs. DAL,W,8,1,0,1,0,0,1,0,1,2,50,1,0,1,0,0,0,0,1,2
Malachi Richardson,TOR,10/22/2018,TOR vs. CHA,W,4,3,1,2,50,1,2,50,0,0,-,0,0,0,0,0,0,0,1,0
Malachi Richardson,TOR,10/17/2018,TOR vs. CLE,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Lorenzo Brown,TOR,01/06/2019,TOR vs. IND,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,0
Lorenzo Brown,TOR,01/03/2019,TOR @ SAS,L,5,3,1,2,50,0,0,-,1,1,100,0,0,0,1,1,0,0,0,9
Lorenzo Brown,TOR,12/30/2018,TOR vs. CHI,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-1
Lorenzo Brown,TOR,12/28/2018,TOR @ ORL,L,6,0,0,4,0,0,1,0,0,0,-,0,1,1,0,1,0,0,1,-7
Lorenzo Brown,TOR,12/22/2018,TOR @ PHI,L,6,0,0,2,0,0,1,0,0,0,-,1,1,2,1,0,0,1,0,-5
Lorenzo Brown,TOR,12/21/2018,TOR vs. CLE,W,16,7,3,6,50,1,2,50,0,0,-,0,2,2,3,3,0,1,3,2
Lorenzo Brown,TOR,12/19/2018,TOR vs. IND,W,7,0,0,1,0,0,0,-,0,0,-,1,2,3,1,0,0,0,1,8
Lorenzo Brown,TOR,12/16/2018,TOR @ DEN,L,15,4,2,7,28.6,0,2,0,0,0,-,1,2,3,3,0,1,1,1,-19
Lorenzo Brown,TOR,12/12/2018,TOR @ GSW,W,5,0,0,1,0,0,0,-,0,0,-,0,0,0,1,1,0,0,0,-3
Lorenzo Brown,TOR,12/11/2018,TOR @ LAC,W,12,0,0,3,0,0,0,-,0,0,-,0,1,1,2,0,0,0,1,-5
