MatchID,PlayerID,Minutes,Points,FGM,FGA,FGPercentage,3PM,3PA,3PPercentage,FTM,FTA,FTPercentage,OREB,DREB,REB,AST,STL,BLK,TOV,PF,ScoreDiff
R0025,RAP006,18,2,1,7,14.3,0,5,0,0,0,,0,2,2,4,3,0,2,0,-2
R0025,RAP004,15,9,4,7,57.1,1,1,100,0,0,,1,2,3,2,2,0,1,0,6
R0025,RAP003,31,9,3,9,33.3,3,7,42.9,0,0,,1,2,3,0,2,0,0,2,6
R0025,RAP002,16,8,3,8,37.5,2,6,33.3,0,0,,0,0,0,0,1,0,1,0,9
R0026,RAP022,24,18,7,13,53.8,0,1,0,4,4,100,2,6,8,2,0,0,1,1,-4
R0026,RAP020,31,6,3,8,37.5,0,0,,0,0,,5,3,8,6,1,0,0,4,2
R0026,RAP019,18,4,2,8,25,0,3,0,0,0,,4,1,5,2,1,0,1,2,8
R0026,RAP014,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
R0026,RAP013,33,7,2,8,25,1,7,14.3,2,2,100,0,4,4,4,3,1,4,0,5
R0026,RAP012,35,36,13,24,54.2,5,6,83.3,5,6,83.3,1,8,9,1,5,1,2,0,4
R0026,RAP010,18,26,9,13,69.2,0,1,0,8,9,88.9,1,7,8,2,0,0,0,3,14
R0026,RAP007,6,4,2,4,50,0,0,,0,1,0,2,2,4,0,1,0,0,0,1
R0026,RAP006,19,5,2,7,28.6,1,3,33.3,0,0,,0,1,1,1,1,0,1,1,7
R0026,RAP004,13,2,1,4,25,0,1,0,0,0,,0,0,0,2,0,0,0,0,5
R0026,RAP003,32,5,2,9,22.2,1,6,16.7,0,0,,2,3,5,3,0,1,2,1,5
R0026,RAP002,10,0,0,2,0,0,1,0,0,0,,0,1,1,2,0,0,0,0,8
R0027,RAP022,20,8,2,7,28.6,0,1,0,4,4,100,2,4,6,1,0,2,2,2,-9
R0027,RAP020,37,16,6,15,40,1,3,33.3,3,4,75,1,5,6,2,1,2,1,2,2
R0027,RAP019,17,3,1,5,20,1,4,25,0,0,,0,4,4,0,0,0,1,0,-1
R0027,RAP013,36,3,1,8,12.5,1,7,14.3,0,0,,0,3,3,11,1,1,5,5,1
R0027,RAP012,38,32,10,21,47.6,5,6,83.3,7,8,87.5,0,3,3,4,4,1,3,3,0
R0027,RAP010,26,24,10,15,66.7,0,2,0,4,6,66.7,2,6,8,0,0,1,0,3,5
R0027,RAP006,27,8,2,7,28.6,2,6,33.3,2,2,100,0,1,1,3,1,0,0,0,-6
R0027,RAP004,17,5,2,8,25,1,4,25,0,0,,1,2,3,1,2,0,1,0,-4
R0027,RAP003,34,2,1,2,50,0,1,0,0,0,,0,4,4,2,0,0,0,2,8
R0027,RAP002,14,4,0,1,0,0,1,0,4,5,80,0,3,3,1,0,0,2,2,-1
R0028,RAP022,32,22,9,21,42.9,4,11,36.4,0,0,,1,5,6,4,2,2,2,2,6
R0028,RAP020,25,17,7,12,58.3,2,4,50,1,2,50,2,5,7,2,0,3,1,1,-5
R0028,RAP019,12,2,1,5,20,0,3,0,0,0,,0,2,2,0,0,0,0,1,-16
R0028,RAP013,34,0,0,5,0,0,5,0,0,0,,0,5,5,7,0,1,3,3,7
R0028,RAP012,37,20,8,18,44.4,1,5,20,3,3,100,3,5,8,4,2,2,1,0,10
R0028,RAP010,13,6,2,8,25,0,0,,2,2,100,3,2,5,0,0,0,2,3,-9
R0028,RAP006,27,19,7,12,58.3,5,7,71.4,0,0,,0,2,2,2,1,0,0,3,3
R0028,RAP004,10,0,0,2,0,0,2,0,0,0,,1,2,3,1,0,0,0,0,-14
R0028,RAP003,34,8,3,7,42.9,2,4,50,0,0,,1,4,5,4,1,3,2,5,7
R0028,RAP002,14,5,2,4,50,1,3,33.3,0,0,,0,2,2,0,0,0,0,3,-14
R0029,RAP022,24,25,11,18,61.1,1,3,33.3,2,2,100,2,7,9,2,0,3,1,3,22
R0029,RAP020,27,13,6,9,66.7,1,2,50,0,0,,0,3,3,5,1,0,1,3,29
R0029,RAP019,21,12,5,9,55.6,2,3,66.7,0,1,0,0,2,2,0,1,0,0,2,-5
R0029,RAP015,4,3,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,1,0,0
R0029,RAP014,12,0,0,3,0,0,0,,0,0,,0,1,1,2,0,0,0,1,-5
R0029,RAP013,32,21,8,13,61.5,4,8,50,1,1,100,0,5,5,7,1,1,2,3,30
R0029,RAP010,18,16,7,12,58.3,1,2,50,1,2,50,2,3,5,0,2,0,0,1,6
R0029,RAP007,7,2,0,3,0,0,0,,2,2,100,0,2,2,1,1,0,0,2,-4
R0029,RAP006,29,5,2,5,40,1,2,50,0,0,,2,4,6,14,0,1,2,0,21
R0029,RAP004,21,12,5,10,50,2,4,50,0,0,,2,2,4,3,2,0,0,1,4
R0029,RAP003,28,9,4,7,57.1,0,2,0,1,2,50,2,3,5,0,0,1,0,3,34
R0029,RAP002,17,5,1,6,16.7,1,2,50,2,2,100,0,1,1,0,0,0,0,3,-12
R0030,RAP022,29,20,7,16,43.8,0,3,0,6,6,100,2,10,12,1,1,2,1,0,12
R0030,RAP020,35,13,5,10,50,1,2,50,2,2,100,0,3,3,3,2,1,5,2,15
R0030,RAP019,19,4,2,6,33.3,0,1,0,0,2,0,0,3,3,0,0,0,1,3,6
R0030,RAP015,4,3,1,3,33.3,1,3,33.3,0,0,,0,1,1,0,0,0,0,1,-1
R0030,RAP014,5,0,0,1,0,0,0,,0,0,,0,0,0,1,1,0,0,0,-3
R0030,RAP013,38,23,9,18,50,2,7,28.6,3,4,75,0,5,5,12,3,0,2,1,23
R0030,RAP010,8,6,3,4,75,0,0,,0,0,,1,6,7,0,0,0,0,0,2
R0030,RAP007,7,5,2,4,50,0,0,,1,1,100,3,2,5,0,1,0,0,2,7
R0030,RAP006,28,10,4,8,50,2,3,66.7,0,0,,1,2,3,2,3,0,0,1,10
R0030,RAP004,21,6,3,6,50,0,1,0,0,0,,3,2,5,3,1,0,2,3,6
R0030,RAP003,31,15,6,11,54.5,1,5,20,2,2,100,0,4,4,5,0,0,0,1,12
R0030,RAP002,16,8,2,4,50,2,3,66.7,2,2,100,0,0,0,0,0,0,0,3,11
R0031,RAP022,35,18,8,12,66.7,0,1,0,2,2,100,1,5,6,1,0,1,1,3,5
R0031,RAP020,25,10,3,8,37.5,2,4,50,2,2,100,1,3,4,1,0,0,3,2,3
R0031,RAP019,19,5,2,3,66.7,1,2,50,0,0,,0,1,1,1,2,0,0,2,-15
R0031,RAP012,38,28,8,17,47.1,4,7,57.1,8,10,80,1,5,6,4,1,0,3,5,-1
R0031,RAP007,13,6,3,3,100,0,0,,0,0,,1,1,2,0,0,0,3,2,-11
R0031,RAP006,38,21,7,11,63.6,3,5,60,4,5,80,0,4,4,8,0,0,4,2,3
R0031,RAP004,17,2,1,4,25,0,1,0,0,0,,0,1,1,5,0,1,0,0,-16
R0031,RAP003,36,19,6,10,60,5,7,71.4,2,2,100,2,10,12,0,0,2,1,4,2
R0031,RAP002,20,13,5,10,50,3,4,75,0,0,,0,1,1,0,1,0,1,1,0
R0032,RAP022,34,14,6,10,60,1,1,100,1,1,100,2,5,7,0,0,1,1,6,8
R0032,RAP019,26,7,2,10,20,2,8,25,1,4,25,2,3,5,1,1,2,1,2,-18
R0032,RAP015,4,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,5
R0032,RAP014,15,4,2,7,28.6,0,2,0,0,0,,1,2,3,3,0,1,1,1,-19
R0032,RAP012,38,29,12,21,57.1,1,6,16.7,4,4,100,2,12,14,4,0,0,4,1,3
R0032,RAP007,13,4,2,6,33.3,0,0,,0,2,0,3,1,4,0,0,0,1,2,-16
R0032,RAP004,38,15,6,12,50,0,4,0,3,3,100,1,7,8,4,1,0,2,0,3
R0032,RAP003,38,7,3,9,33.3,1,4,25,0,0,,2,3,5,0,1,0,0,1,-2
R0032,RAP001,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,-1
R0032,RAP002,33,6,2,12,16.7,2,9,22.2,0,0,,0,4,4,1,2,0,1,2,-8
R0033,RAP020,35,17,6,10,60,0,0,,5,6,83.3,1,6,7,4,3,1,2,4,4
R0033,RAP019,20,8,3,7,42.9,2,2,100,0,0,,1,1,2,1,2,1,0,1,1
R0033,RAP018,15,2,1,4,25,0,2,0,0,0,,0,1,1,1,0,0,2,0,-3
R0033,RAP015,5,0,0,2,0,0,1,0,0,0,,0,0,0,0,0,0,0,2,1
R0033,RAP014,7,0,0,1,0,0,0,,0,0,,1,2,3,1,0,0,0,1,8
R0033,RAP012,39,28,11,23,47.8,0,3,0,6,9,66.7,0,10,10,6,4,0,2,3,7
R0033,RAP007,22,13,6,9,66.7,0,0,,1,2,50,5,3,8,0,1,0,0,2,-9
R0033,RAP006,31,11,4,17,23.5,3,11,27.3,0,0,,0,2,2,1,2,2,0,1,4
R0033,RAP004,22,6,2,5,40,0,1,0,2,2,100,2,4,6,4,0,1,2,2,0
R0033,RAP003,28,7,2,8,25,1,6,16.7,2,2,100,1,1,2,1,2,1,1,3,6
R0033,RAP001,10,5,2,4,50,1,2,50,0,0,,0,2,2,0,1,3,0,0,-7
R0033,RAP002,8,2,1,3,33.3,0,2,0,0,0,,0,0,0,1,0,0,0,0,3
R0034,RAP020,37,15,6,17,35.3,2,5,40,1,3,33.3,5,5,10,3,1,1,1,1,17
R0034,RAP019,22,21,9,14,64.3,3,7,42.9,0,0,,2,6,8,0,0,1,1,5,2
R0034,RAP018,26,11,5,7,71.4,0,2,0,1,2,50,0,3,3,3,1,0,2,3,4
R0034,RAP015,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,5
R0034,RAP014,16,7,3,6,50,1,2,50,0,0,,0,2,2,3,3,0,1,3,2
R0034,RAP012,32,37,12,16,75,2,4,50,11,12,91.7,2,4,6,1,1,0,1,1,11
R0034,RAP007,14,9,3,5,60,0,1,0,3,4,75,0,3,3,0,0,0,1,1,-3
R0034,RAP006,38,14,6,10,60,1,2,50,1,1,100,1,4,5,8,2,1,0,2,19
R0034,RAP004,33,8,3,9,33.3,0,3,0,2,2,100,1,3,4,3,1,1,0,3,17
R0034,RAP001,2,2,0,1,0,0,0,,2,2,100,1,0,1,0,0,1,0,0,5
R0034,RAP002,17,2,1,6,16.7,0,5,0,0,0,,1,1,2,0,0,0,1,3,1
R0035,RAP020,37,26,11,21,52.4,0,6,0,4,4,100,2,4,6,2,1,0,0,1,-21
R0035,RAP019,26,5,2,4,50,1,2,50,0,0,,0,5,5,1,0,0,2,5,-2
R0035,RAP018,25,13,4,8,50,2,4,50,3,3,100,0,3,3,1,1,0,1,1,-13
R0035,RAP015,4,3,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,-2
R0035,RAP014,6,0,0,2,0,0,1,0,0,0,,1,1,2,1,0,0,1,0,-5
R0035,RAP013,31,20,6,16,37.5,2,9,22.2,6,6,100,0,6,6,5,1,1,2,2,-8
R0035,RAP007,22,6,3,7,42.9,0,0,,0,0,,4,4,8,1,0,0,1,4,-16
R0035,RAP006,28,12,5,14,35.7,2,6,33.3,0,0,,0,2,2,3,1,0,1,2,-18
R0035,RAP004,17,4,1,5,20,0,1,0,2,4,50,1,2,3,3,1,0,1,0,-18
R0035,RAP003,25,9,3,12,25,1,5,20,2,2,100,0,3,3,0,0,0,3,3,-7
R0035,RAP001,6,0,0,1,0,0,1,0,0,0,,0,2,2,0,0,1,2,4,-6
R0035,RAP002,12,3,1,4,25,1,4,25,0,0,,0,1,1,0,0,0,1,2,-9
R0036,RAP022,30,6,2,10,20,1,2,50,1,2,50,1,2,3,4,0,1,1,3,-11
R0036,RAP020,34,10,4,7,57.1,0,1,0,2,3,66.7,0,9,9,2,1,1,6,5,0
R0036,RAP019,25,5,2,5,40,1,3,33.3,0,0,,3,5,8,2,2,0,1,1,6
R0036,RAP018,16,5,2,4,50,1,3,33.3,0,0,,0,2,2,3,0,0,1,2,0
R0036,RAP012,35,30,9,20,45,2,5,40,10,11,90.9,3,5,8,2,2,0,2,0,-1
R0036,RAP007,11,9,3,6,50,0,0,,3,3,100,2,1,3,0,0,0,0,1,9
R0036,RAP006,38,16,5,12,41.7,4,8,50,2,2,100,0,1,1,2,0,0,1,2,1
R0036,RAP004,16,7,3,5,60,0,1,0,1,2,50,0,3,3,2,2,0,0,0,1
R0036,RAP003,34,18,7,10,70,4,7,57.1,0,0,,1,5,6,2,1,0,4,2,5
R0037,RAP022,32,17,8,16,50,1,3,33.3,0,0,,3,5,8,3,0,4,2,2,-11
R0037,RAP020,29,4,1,8,12.5,0,2,0,2,3,66.7,1,3,4,2,0,0,2,4,-20
R0037,RAP019,23,8,2,4,50,2,2,100,2,4,50,1,1,2,1,0,0,0,2,-11
R0037,RAP015,4,2,0,1,0,0,1,0,2,2,100,1,0,1,0,0,0,0,0,-3
R0037,RAP014,6,0,0,4,0,0,1,0,0,0,,0,1,1,0,1,0,0,1,-7
R0037,RAP012,29,21,7,19,36.8,2,5,40,5,5,100,2,4,6,1,0,1,1,0,-27
R0037,RAP007,10,0,0,4,0,0,0,,0,0,,2,3,5,1,0,0,1,3,-10
R0037,RAP006,23,11,3,12,25,2,6,33.3,3,4,75,0,1,1,2,1,1,0,1,-13
R0037,RAP004,31,6,2,8,25,2,5,40,0,0,,1,2,3,6,1,0,2,3,-19
R0037,RAP003,18,2,1,6,16.7,0,1,0,0,0,,2,2,4,2,0,1,2,4,-9
R0037,RAP001,9,9,3,4,75,3,3,100,0,0,,0,1,1,0,1,2,0,1,-1
R0037,RAP002,26,7,1,9,11.1,0,5,0,5,6,83.3,1,4,5,0,0,1,1,0,-14
R0038,RAP022,24,8,4,10,40,0,2,0,0,0,,3,4,7,2,1,2,4,5,5
R0038,RAP020,34,20,7,12,58.3,1,1,100,5,6,83.3,6,6,12,4,0,0,3,3,2
R0038,RAP019,21,5,2,6,33.3,1,3,33.3,0,0,,2,1,3,2,0,0,0,0,4
R0038,RAP018,23,4,2,9,22.2,0,5,0,0,0,,0,2,2,0,1,0,0,0,7
R0038,RAP014,3,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,-1
R0038,RAP012,34,27,8,22,36.4,1,6,16.7,10,11,90.9,1,8,9,0,0,0,2,0,1
R0038,RAP007,18,0,0,3,0,0,0,,0,0,,2,5,7,0,0,2,0,2,3
R0038,RAP006,33,10,3,12,25,2,7,28.6,2,2,100,1,4,5,7,1,0,2,2,-2
R0038,RAP004,15,8,3,8,37.5,1,2,50,1,1,100,0,1,1,2,0,0,0,0,8
R0038,RAP003,29,10,4,8,50,2,5,40,0,0,,1,3,4,0,2,2,0,1,5
R0038,RAP001,5,3,1,2,50,1,2,50,0,0,,1,0,1,0,0,2,0,2,-2
R0039,RAP022,30,8,3,10,30,1,3,33.3,1,4,25,0,8,8,3,1,1,0,4,10
R0039,RAP020,32,28,9,15,60,3,4,75,7,7,100,1,9,10,1,0,0,1,3,12
R0039,RAP019,18,2,1,2,50,0,0,,0,0,,0,2,2,3,1,0,0,1,-11
R0039,RAP018,22,14,6,11,54.5,2,4,50,0,0,,0,3,3,1,0,2,0,4,-4
R0039,RAP012,35,45,16,22,72.7,0,3,0,13,17,76.5,0,6,6,1,0,0,2,2,8
R0039,RAP007,18,7,2,5,40,0,0,,3,4,75,2,4,6,2,0,2,1,1,-4
R0039,RAP006,32,8,3,5,60,1,2,50,1,2,50,0,4,4,5,0,0,2,1,12
R0039,RAP004,18,8,4,8,50,0,2,0,0,1,0,0,0,0,0,2,0,2,1,-7
R0039,RAP003,31,2,1,4,25,0,2,0,0,0,,2,2,4,1,0,1,1,4,16
R0039,RAP002,3,0,0,0,,0,0,,0,0,,0,2,2,1,0,0,0,0,-2
R0040,RAP022,26,14,5,11,45.5,1,4,25,3,4,75,2,4,6,1,1,0,1,5,-23
R0040,RAP020,27,10,4,8,50,0,2,0,2,2,100,0,6,6,7,1,1,4,4,-18
R0040,RAP019,18,0,0,3,0,0,1,0,0,0,,0,2,2,1,0,0,1,0,1
R0040,RAP018,25,14,5,11,45.5,1,3,33.3,3,3,100,0,3,3,2,2,1,0,2,3
R0040,RAP014,5,3,1,2,50,0,0,,1,1,100,0,0,0,1,1,0,0,0,9
R0040,RAP012,33,21,8,13,61.5,0,2,0,5,7,71.4,0,1,1,5,2,0,3,2,-22
R0040,RAP007,17,12,4,8,50,0,0,,4,7,57.1,4,2,6,0,1,1,0,2,-4
R0040,RAP006,28,12,5,11,45.5,1,6,16.7,1,1,100,1,4,5,2,0,0,1,3,-10
R0040,RAP004,24,15,5,9,55.6,1,3,33.3,4,4,100,1,3,4,1,1,1,0,1,-6
R0040,RAP003,26,0,0,7,0,0,6,0,0,0,,0,4,4,1,0,1,0,3,-26
R0040,RAP001,5,3,1,3,33.3,1,2,50,0,0,,1,1,2,0,0,1,0,0,9
R0040,RAP002,7,3,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,1,-3
R0041,RAP022,36,25,11,17,64.7,1,3,33.3,2,3,66.7,0,9,9,5,0,1,3,3,19
R0041,RAP020,39,30,11,15,73.3,3,5,60,5,7,71.4,2,2,4,3,0,2,0,4,16
R0041,RAP019,17,3,1,6,16.7,1,5,20,0,0,,0,2,2,0,0,0,1,4,-19
R0041,RAP018,15,2,0,5,0,0,3,0,2,2,100,0,1,1,4,2,1,2,1,-14
R0041,RAP012,38,30,8,16,50,2,3,66.7,12,15,80,0,7,7,6,5,0,2,1,21
R0041,RAP007,6,0,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,-12
R0041,RAP006,35,21,6,12,50,5,8,62.5,4,4,100,0,5,5,8,0,1,0,4,17
R0041,RAP004,14,0,0,4,0,0,1,0,0,0,,0,1,1,2,1,0,0,2,-10
R0041,RAP003,40,12,5,7,71.4,2,3,66.7,0,0,,2,6,8,0,1,1,2,2,17
R0042,RAP022,23,18,7,9,77.8,2,2,100,2,2,100,1,5,6,0,0,2,5,4,3
R0042,RAP020,26,12,4,8,50,0,1,0,4,4,100,2,8,10,4,0,0,3,1,5
R0042,RAP019,24,5,2,7,28.6,1,4,25,0,0,,2,3,5,1,1,1,1,0,14
R0042,RAP018,32,23,10,12,83.3,3,3,100,0,0,,0,2,2,1,1,0,0,3,15
R0042,RAP014,1,0,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0
R0042,RAP013,32,12,4,10,40,2,6,33.3,2,2,100,0,3,3,8,3,1,4,3,6
R0042,RAP007,21,11,4,11,36.4,0,0,,3,3,100,1,8,9,0,1,0,0,2,10
R0042,RAP006,35,12,3,10,30,1,6,16.7,5,6,83.3,0,2,2,8,0,0,1,2,9
R0042,RAP004,25,10,4,8,50,2,2,100,0,0,,2,2,4,6,2,0,0,3,12
R0042,RAP003,19,15,5,9,55.6,5,8,62.5,0,0,,0,0,0,1,1,0,1,3,6
R0042,RAP001,2,3,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0
R0043,RAP022,32,13,5,12,41.7,1,4,25,2,2,100,1,5,6,0,2,2,3,1,17
R0043,RAP020,35,13,6,13,46.2,0,3,0,1,4,25,1,9,10,3,1,1,4,5,5
R0043,RAP019,28,14,5,6,83.3,2,2,100,2,2,100,1,1,2,1,2,0,1,3,6
R0043,RAP018,17,2,1,7,14.3,0,3,0,0,0,,0,3,3,1,0,1,0,0,-17
R0043,RAP013,32,16,5,12,41.7,3,9,33.3,3,4,75,0,2,2,6,4,1,3,2,-4
R0043,RAP012,35,31,11,18,61.1,3,6,50,6,7,85.7,1,3,4,6,6,1,1,2,10
R0043,RAP007,10,2,1,3,33.3,0,0,,0,2,0,2,4,6,0,0,0,2,2,-9
R0043,RAP006,34,9,1,6,16.7,1,4,25,6,6,100,0,5,5,4,2,0,4,3,2
R0043,RAP004,16,4,2,3,66.7,0,1,0,0,0,,0,1,1,5,1,1,0,2,5
R0044,RAP022,25,14,7,15,46.7,0,3,0,0,0,,1,8,9,1,0,1,3,1,13
R0044,RAP020,26,16,6,13,46.2,0,2,0,4,7,57.1,2,4,6,2,1,0,1,3,20
R0044,RAP019,22,13,5,6,83.3,2,3,66.7,1,4,25,0,3,3,1,0,0,0,0,4
R0044,RAP018,21,13,5,11,45.5,0,3,0,3,3,100,1,1,2,2,0,0,1,5,-9
R0044,RAP015,2,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,-5
R0044,RAP013,23,4,1,3,33.3,1,3,33.3,1,2,50,0,2,2,8,1,0,0,4,1
R0044,RAP012,27,20,9,18,50,2,5,40,0,1,0,4,7,11,4,1,0,2,1,24
R0044,RAP007,15,10,4,8,50,0,1,0,2,2,100,2,6,8,2,0,1,1,1,16
R0044,RAP006,19,10,3,8,37.5,3,5,60,1,2,50,0,2,2,6,1,0,1,2,17
R0044,RAP004,23,12,5,11,45.5,1,3,33.3,1,1,100,1,4,5,2,3,0,0,2,16
R0044,RAP003,25,8,2,4,50,2,3,66.7,2,2,100,0,2,2,4,3,2,0,2,13
R0044,RAP001,5,2,1,4,25,0,1,0,0,0,,2,0,2,0,0,0,0,1,-18
R0044,RAP002,7,0,0,3,0,0,2,0,0,0,,0,3,3,0,0,0,0,0,-7
R0045,RAP022,41,10,3,9,33.3,2,3,66.7,2,3,66.7,0,4,4,0,1,1,2,4,4
R0045,RAP020,44,24,9,16,56.3,0,2,0,6,6,100,5,14,19,2,3,2,5,6,-5
R0045,RAP019,21,7,2,6,33.3,0,2,0,3,3,100,1,3,4,0,2,0,1,3,-5
R0045,RAP018,13,9,3,5,60,2,3,66.7,1,2,50,0,0,0,3,1,0,2,0,3
R0045,RAP013,50,12,4,15,26.7,2,10,20,2,3,66.7,1,4,5,11,2,0,5,4,13
R0045,RAP012,45,41,15,29,51.7,3,6,50,8,9,88.9,6,5,11,5,3,2,3,3,-1
R0045,RAP007,12,4,1,1,100,0,0,,2,4,50,0,1,1,0,1,0,2,3,2
R0045,RAP004,22,17,7,11,63.6,1,2,50,2,2,100,4,2,6,3,1,1,0,2,-4
R0045,RAP003,42,16,5,12,41.7,3,8,37.5,3,4,75,0,9,9,0,2,2,1,2,3
R0046,RAP022,34,22,10,21,47.6,0,3,0,2,3,66.7,5,5,10,0,0,0,1,3,-6
R0046,RAP020,36,6,3,6,50,0,0,,0,0,,1,3,4,7,1,0,3,4,1
R0046,RAP018,24,11,5,9,55.6,1,2,50,0,0,,0,1,1,1,2,0,0,1,-8
R0046,RAP013,34,10,3,10,30,1,5,20,3,3,100,1,5,6,7,1,1,1,2,-7
R0046,RAP012,36,33,10,19,52.6,2,8,25,11,11,100,0,4,4,2,4,0,1,0,-3
R0046,RAP007,15,11,4,6,66.7,0,0,,3,4,75,4,5,9,0,0,0,1,1,-5
R0046,RAP006,18,0,0,3,0,0,2,0,0,0,,1,1,2,2,1,0,1,1,-3
R0046,RAP004,12,0,0,3,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,-7
R0046,RAP003,31,15,6,15,40,3,8,37.5,0,0,,2,4,6,1,0,1,2,2,-7
R0047,RAP022,31,22,11,19,57.9,0,1,0,0,2,0,3,3,6,1,0,1,3,4,1
R0047,RAP021,6,0,0,1,0,0,1,0,0,0,,0,1,1,0,0,0,1,2,-10
R0047,RAP020,33,10,4,8,50,0,3,0,2,2,100,2,10,12,5,1,2,1,1,-3
R0047,RAP018,21,4,1,4,25,0,1,0,2,2,100,0,1,1,2,2,0,2,0,7
R0047,RAP013,40,16,4,15,26.7,2,10,20,6,9,66.7,1,8,9,8,2,0,4,4,11
R0047,RAP007,11,9,4,7,57.1,0,0,,1,2,50,2,3,5,0,0,2,2,5,-4
R0047,RAP006,31,15,6,11,54.5,1,3,33.3,2,2,100,0,2,2,4,0,1,0,3,-7
R0047,RAP004,19,10,4,5,80,0,0,,2,2,100,0,0,0,5,1,0,1,1,2
R0047,RAP003,26,9,3,6,50,1,3,33.3,2,3,66.7,0,1,1,1,1,0,0,2,3
R0047,RAP001,5,3,1,3,33.3,0,1,0,1,1,100,0,0,0,0,0,1,0,3,5
R0047,RAP002,17,13,5,7,71.4,3,5,60,0,0,,1,1,2,1,1,1,0,2,5
R0048,RAP022,26,18,9,13,69.2,0,1,0,0,0,,4,1,5,0,0,1,0,4,21
R0048,RAP021,18,2,1,2,50,0,0,,0,0,,0,2,2,2,1,0,3,0,-7
R0048,RAP020,29,17,7,12,58.3,0,1,0,3,4,75,2,6,8,2,1,0,0,2,40
R0048,RAP018,19,14,6,7,85.7,2,2,100,0,0,,0,1,1,4,3,0,0,1,9
R0048,RAP015,5,3,1,2,50,1,2,50,0,0,,0,0,0,0,0,0,0,0,-4
R0048,RAP013,29,12,3,8,37.5,1,4,25,5,5,100,1,3,4,7,2,1,1,1,38
R0048,RAP011,5,0,0,1,0,0,0,,0,0,,0,2,2,1,0,0,1,0,-4
R0048,RAP007,11,0,0,3,0,0,0,,0,0,,0,2,2,2,0,0,2,3,7
R0048,RAP006,26,4,1,8,12.5,1,4,25,1,1,100,1,1,2,7,2,1,1,1,26
R0048,RAP004,23,9,3,6,50,1,2,50,2,2,100,0,1,1,3,3,2,1,2,7
R0048,RAP003,23,24,8,12,66.7,8,12,66.7,0,0,,0,6,6,3,2,1,0,1,22
R0048,RAP001,9,3,1,4,25,1,2,50,0,0,,0,3,3,0,0,2,0,1,-6
R0048,RAP002,17,13,4,12,33.3,2,6,33.3,3,4,75,0,1,1,0,5,0,1,1,-4
R0049,RAP022,25,15,5,13,38.5,0,3,0,5,6,83.3,2,8,10,1,0,0,1,1,1
R0049,RAP021,7,0,0,2,0,0,1,0,0,0,,1,2,3,1,1,0,1,1,-2
R0049,RAP020,31,18,8,14,57.1,1,4,25,1,1,100,1,3,4,1,1,1,2,3,11
R0049,RAP018,21,11,4,7,57.1,1,2,50,2,5,40,0,1,1,1,0,0,1,1,15
R0049,RAP015,1,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,-2
R0049,RAP013,34,19,6,15,40,4,9,44.4,3,3,100,1,3,4,9,0,1,4,3,9
R0049,RAP011,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,-2
R0049,RAP007,12,0,0,4,0,0,0,,0,4,0,2,2,4,1,2,0,2,2,14
R0049,RAP006,32,19,6,10,60,3,6,50,4,5,80,1,6,7,7,1,1,2,3,7
R0049,RAP004,24,9,2,6,33.3,1,2,50,4,5,80,1,5,6,2,1,0,3,2,24
R0049,RAP003,23,6,2,8,25,2,6,33.3,0,0,,1,1,2,1,1,1,0,2,-6
R0049,RAP001,12,8,2,4,50,0,2,0,4,4,100,1,2,3,0,0,0,0,0,2
R0049,RAP002,16,15,5,7,71.4,4,5,80,1,2,50,1,1,2,1,0,1,0,3,4
R0050,RAP022,35,23,11,19,57.9,0,2,0,1,1,100,3,8,11,3,0,3,0,1,-5
R0050,RAP021,12,0,0,1,0,0,1,0,0,0,,2,3,5,2,1,0,0,2,7
R0050,RAP020,37,16,5,16,31.3,1,4,25,5,5,100,3,6,9,4,0,0,0,4,-12
R0050,RAP018,20,12,4,9,44.4,3,6,50,1,2,50,0,1,1,2,0,1,2,3,4
R0050,RAP013,37,20,6,13,46.2,3,7,42.9,5,6,83.3,2,3,5,7,0,1,5,6,-2
R0050,RAP007,8,1,0,0,,0,0,,1,4,25,0,2,2,1,0,0,0,1,-5
R0050,RAP006,37,14,5,14,35.7,2,6,33.3,2,2,100,0,2,2,3,0,0,2,3,-9
R0050,RAP004,14,4,2,5,40,0,1,0,0,0,,0,3,3,3,0,0,0,0,0
R0050,RAP003,27,10,3,9,33.3,2,8,25,2,2,100,0,5,5,3,0,0,0,0,-5
R0050,RAP002,12,6,2,6,33.3,1,4,25,1,1,100,0,2,2,0,1,0,0,2,7
