PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jeremy Lin,TOR,04/16/2019,TOR vs. ORL,W,4,4,1,1,100,0,0,-,2,2,100,0,0,0,1,0,0,0,1,-2
Fred VanVleet,TOR,06/13/2019,TOR @ GSW,W,34,22,6,14,42.9,5,11,45.5,5,5,100,1,1,2,0,1,0,1,1,-10
Fred VanVleet,TOR,06/10/2019,TOR vs. GSW,L,27,11,3,7,42.9,3,6,50,2,2,100,0,2,2,1,0,0,0,3,-12
Fred VanVleet,TOR,06/07/2019,TOR @ GSW,W,29,8,3,9,33.3,2,5,40,0,0,-,0,4,4,6,0,0,2,1,12
Fred VanVleet,TOR,06/05/2019,TOR @ GSW,W,33,11,4,8,50,3,6,50,0,0,-,1,2,3,2,3,0,0,3,4
Fred VanVleet,TOR,06/02/2019,TOR vs. GSW,L,38,17,7,17,41.2,2,8,25,1,1,100,2,2,4,2,3,0,2,2,3
Fred VanVleet,TOR,05/30/2019,TOR vs. GSW,W,33,15,5,8,62.5,1,4,25,4,6,66.7,0,1,1,2,0,0,1,3,11
Fred VanVleet,TOR,05/25/2019,TOR vs. MIL,W,34,14,5,6,83.3,4,5,80,0,0,-,0,0,0,2,0,0,0,2,12
Fred VanVleet,TOR,05/23/2019,TOR @ MIL,W,37,21,7,13,53.8,7,9,77.8,0,0,-,1,0,1,1,1,0,0,1,28
Fred VanVleet,TOR,05/21/2019,TOR vs. MIL,W,25,13,5,6,83.3,3,3,100,0,0,-,0,1,1,6,1,0,1,0,25
Fred VanVleet,TOR,05/19/2019,TOR vs. MIL,W,31,3,1,11,9.1,1,8,12.5,0,0,-,0,3,3,6,0,1,3,5,-4
Fred VanVleet,TOR,05/17/2019,TOR @ MIL,L,24,5,2,5,40,1,1,100,0,0,-,0,0,0,2,0,2,1,3,-12
Fred VanVleet,TOR,05/15/2019,TOR @ MIL,L,13,2,1,4,25,0,2,0,0,0,-,0,1,1,2,1,0,0,2,-10
Fred VanVleet,TOR,05/12/2019,TOR vs. PHI,W,15,4,0,5,0,0,2,0,4,4,100,1,0,1,0,2,0,1,4,10
Fred VanVleet,TOR,05/09/2019,TOR @ PHI,L,16,1,0,1,0,0,1,0,1,2,50,1,1,2,3,1,0,0,1,-4
Fred VanVleet,TOR,05/07/2019,TOR vs. PHI,W,16,5,2,5,40,1,4,25,0,0,-,0,0,0,1,1,0,2,0,11
Fred VanVleet,TOR,05/05/2019,TOR @ PHI,W,7,0,0,2,0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-6
Fred VanVleet,TOR,05/02/2019,TOR @ PHI,L,21,1,0,7,0,0,5,0,1,1,100,0,2,2,1,1,0,0,2,-10
Fred VanVleet,TOR,04/29/2019,TOR vs. PHI,L,18,0,0,2,0,0,1,0,0,0,-,0,4,4,0,2,1,0,2,-18
Fred VanVleet,TOR,04/27/2019,TOR vs. PHI,W,24,3,1,2,50,0,1,0,1,4,25,0,2,2,3,0,1,0,2,3
Fred VanVleet,TOR,04/23/2019,TOR vs. ORL,W,21,7,3,8,37.5,1,4,25,0,0,-,0,1,1,10,0,0,2,2,10
Fred VanVleet,TOR,04/21/2019,TOR @ ORL,W,23,9,2,5,40,1,2,50,4,4,100,0,2,2,4,1,0,1,4,9
Fred VanVleet,TOR,04/19/2019,TOR @ ORL,W,24,4,2,7,28.6,0,2,0,0,0,-,0,2,2,3,0,0,2,1,-11
Fred VanVleet,TOR,04/16/2019,TOR vs. ORL,W,21,2,1,5,20,0,2,0,0,0,-,0,0,0,4,0,1,0,1,8
Fred VanVleet,TOR,04/13/2019,TOR vs. ORL,L,27,14,5,9,55.6,3,6,50,1,2,50,0,2,2,1,0,0,2,3,-16
Eric Moreland,TOR,05/21/2019,TOR vs. MIL,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-5
Eric Moreland,TOR,05/17/2019,TOR @ MIL,L,3,0,0,0,-,0,0,-,0,0,-,0,3,3,1,0,0,0,1,-1
Eric Moreland,TOR,05/07/2019,TOR vs. PHI,W,6,2,1,1,100,0,0,-,0,0,-,0,1,1,2,0,0,0,0,3
Eric Moreland,TOR,05/02/2019,TOR @ PHI,L,3,0,0,0,-,0,0,-,0,0,-,1,1,2,0,0,0,0,0,1
Eric Moreland,TOR,04/27/2019,TOR vs. PHI,W,3,0,0,0,-,0,0,-,0,0,-,0,2,2,0,0,0,0,1,-7
Eric Moreland,TOR,04/23/2019,TOR vs. ORL,W,5,0,0,1,0,0,0,-,0,0,-,0,1,1,0,0,0,0,2,-16
Eric Moreland,TOR,04/21/2019,TOR @ ORL,W,3,0,0,0,-,0,0,-,0,0,-,0,2,2,0,0,0,0,1,0
Eric Moreland,TOR,04/16/2019,TOR vs. ORL,W,3,0,0,0,-,0,0,-,0,0,-,1,1,2,0,0,0,0,0,-3
Danny Green,TOR,06/13/2019,TOR @ GSW,W,18,0,0,0,-,0,0,-,0,0,-,0,1,1,3,1,0,1,1,7
Danny Green,TOR,06/10/2019,TOR vs. GSW,L,33,4,2,7,28.6,0,4,0,0,0,-,3,2,5,0,1,0,1,1,5
Danny Green,TOR,06/07/2019,TOR @ GSW,W,30,3,1,8,12.5,1,7,14.3,0,0,-,1,2,3,1,3,0,2,5,13
Danny Green,TOR,06/05/2019,TOR @ GSW,W,27,18,6,10,60,6,10,60,0,0,-,0,5,5,1,1,1,1,5,11
Danny Green,TOR,06/02/2019,TOR vs. GSW,L,26,8,3,7,42.9,2,5,40,0,0,-,2,3,5,1,0,0,3,2,-3
Danny Green,TOR,05/30/2019,TOR vs. GSW,W,30,11,4,9,44.4,3,7,42.9,0,0,-,1,1,2,1,1,2,0,1,2
Danny Green,TOR,05/25/2019,TOR vs. MIL,W,14,0,0,4,0,0,4,0,0,0,-,0,2,2,1,2,0,0,2,-7
Danny Green,TOR,05/23/2019,TOR @ MIL,W,16,0,0,3,0,0,3,0,0,0,-,0,1,1,0,1,0,0,0,-17
Danny Green,TOR,05/21/2019,TOR vs. MIL,W,25,4,2,5,40,0,2,0,0,0,-,1,0,1,1,1,1,1,4,10
Danny Green,TOR,05/19/2019,TOR vs. MIL,W,34,3,1,9,11.1,1,6,16.7,0,0,-,0,6,6,1,2,1,0,0,-3
Danny Green,TOR,05/17/2019,TOR @ MIL,L,22,8,2,6,33.3,2,4,50,2,2,100,1,3,4,0,1,1,0,0,-11
Danny Green,TOR,05/15/2019,TOR @ MIL,L,35,6,1,5,20,1,4,25,3,4,75,1,5,6,2,3,0,3,3,5
Danny Green,TOR,05/12/2019,TOR vs. PHI,W,30,2,1,3,33.3,0,1,0,0,0,-,1,3,4,1,1,1,0,2,-6
Danny Green,TOR,05/09/2019,TOR @ PHI,L,35,8,2,8,25,2,8,25,2,3,66.7,1,2,3,1,1,0,2,3,-9
Danny Green,TOR,05/07/2019,TOR vs. PHI,W,28,17,5,8,62.5,5,7,71.4,2,2,100,2,3,5,0,3,0,2,2,15
Danny Green,TOR,05/05/2019,TOR @ PHI,W,40,11,1,4,25,1,3,33.3,8,8,100,0,4,4,0,2,0,2,6,9
Danny Green,TOR,05/02/2019,TOR @ PHI,L,34,13,5,9,55.6,3,6,50,0,0,-,1,5,6,1,0,0,0,2,-8
Danny Green,TOR,04/29/2019,TOR vs. PHI,L,32,3,1,8,12.5,1,6,16.7,0,0,-,1,3,4,0,2,1,2,3,14
Danny Green,TOR,04/27/2019,TOR vs. PHI,W,32,7,2,5,40,1,4,25,2,2,100,0,3,3,1,0,0,1,3,18
Danny Green,TOR,04/23/2019,TOR vs. ORL,W,28,6,2,5,40,2,5,40,0,0,-,0,5,5,3,2,0,1,2,28
Danny Green,TOR,04/21/2019,TOR @ ORL,W,26,8,3,8,37.5,2,6,33.3,0,0,-,0,2,2,2,2,0,0,4,10
Danny Green,TOR,04/19/2019,TOR @ ORL,W,33,13,5,11,45.5,3,7,42.9,0,0,-,1,0,1,2,1,1,1,2,10
Danny Green,TOR,04/16/2019,TOR vs. ORL,W,22,0,0,4,0,0,3,0,0,0,-,0,6,6,2,0,1,1,3,23
Danny Green,TOR,04/13/2019,TOR vs. ORL,L,34,13,4,9,44.4,3,7,42.9,2,2,100,0,3,3,1,1,1,2,4,-8
Chris Boucher,TOR,05/21/2019,TOR vs. MIL,W,2,0,0,2,0,0,1,0,0,0,-,0,1,1,0,0,0,0,0,-5
Chris Boucher,TOR,05/17/2019,TOR @ MIL,L,2,5,2,3,66.7,1,2,50,0,1,0,0,0,0,0,0,1,0,0,0
